# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "2" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L4C_benomyl.r1.gsnap_frags.tab" "-F" "GTF" "-p" "aln/L4C_benomyl.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L4C_benomyl.r1.gsnap.bam
CLUG_01720	Supercontig_1.2	995732	996655	-	924	139
CLUG_01721	Supercontig_1.2	997291	998010	+	720	177
CLUG_01722	Supercontig_1.2	998047	999144	-	1098	608
CLUG_01723	Supercontig_1.2	999728	1000543	+	816	102
CLUG_01724	Supercontig_1.2	1000563	1001513	-	951	102
CLUG_01725	Supercontig_1.2	1001932	1002468	-	537	182
CLUG_01726	Supercontig_1.2	1002814	1004073	-	1260	371
CLUG_01727	Supercontig_1.2	1004339	1006609	-	2271	175
CLUG_01728	Supercontig_1.2	1006768	1008660	-	1893	64
CLUG_01729	Supercontig_1.2	1009546	1010574	+	1029	14
CLUG_01730	Supercontig_1.2	1011099	1011689	+	591	136
CLUG_01731	Supercontig_1.2	1012919	1013752	+	834	509
CLUG_01732	Supercontig_1.2	1013887	1016100	+	2214	6003
CLUG_01733	Supercontig_1.2	1016239	1017222	-	984	132
CLUG_01734	Supercontig_1.2	1018214	1019515	+	1302	234
CLUG_01735	Supercontig_1.2	1020121	1020522	-	402	2965
CLUG_01736	Supercontig_1.2	1021142	1022908	+	1767	2048
CLUG_01737	Supercontig_1.2	1023085	1024308	-	1224	2767
CLUG_01738	Supercontig_1.2	1024585	1026255	-	1671	358
CLUG_01739	Supercontig_1.2	1026741	1029878	+	3138	125
CLUG_01740	Supercontig_1.2	1030315	1032774	-	2460	216
CLUG_01741	Supercontig_1.2	1033207	1033989	-	783	681
CLUG_01742	Supercontig_1.2	1034285	1035220	-	936	165
CLUG_01743	Supercontig_1.2	1035406	1036359	-	954	3099
CLUG_01744	Supercontig_1.2	1035538	1036443	+	906	4
CLUG_01745	Supercontig_1.2	1038056	1039789	-	1734	108
CLUG_01746	Supercontig_1.2	1041662	1043434	-	1773	1072
CLUG_01747	Supercontig_1.2	1044674	1046530	-	1857	45
CLUG_01748	Supercontig_1.2	1047979	1049559	+	1581	628
CLUG_01749	Supercontig_1.2	1050123	1053044	+	2922	207
CLUG_01750	Supercontig_1.2	1053541	1053915	+	375	597
CLUG_01751	Supercontig_1.2	1053951	1054772	-	822	114
CLUG_01752	Supercontig_1.2	1054923	1056620	+	1698	576
CLUG_01753	Supercontig_1.2	1056782	1057816	+	1035	1364
CLUG_01754	Supercontig_1.2	1059353	1060888	+	1536	0
CLUG_01755	Supercontig_1.2	1060906	1062894	+	1989	0
CLUG_01756	Supercontig_1.2	1063488	1064657	+	1170	55
CLUG_01757	Supercontig_1.2	1065060	1066433	+	1374	1626
CLUG_01758	Supercontig_1.2	1067249	1068841	+	1593	173
CLUG_01759	Supercontig_1.2	1069735	1070631	+	897	92
CLUG_01760	Supercontig_1.2	1071126	1071713	+	588	3353
CLUG_01761	Supercontig_1.2	1074124	1075200	+	1077	5707
CLUG_01762	Supercontig_1.2	1075681	1076454	-	774	195
CLUG_01763	Supercontig_1.2	1078076	1079461	+	1386	365
CLUG_01764	Supercontig_1.2	1079658	1080110	+	453	201
CLUG_01765	Supercontig_1.2	1080230	1081174	+	945	718
CLUG_01766	Supercontig_1.2	1081227	1082393	+	1167	1690
CLUG_01767	Supercontig_1.2	1082597	1083673	+	1077	51
CLUG_01768	Supercontig_1.2	1086815	1087195	-	381	13
CLUG_01769	Supercontig_1.2	1088245	1089324	-	1080	65
CLUG_01770	Supercontig_1.2	1089983	1091314	+	1332	30
CLUG_01771	Supercontig_1.2	1091512	1092543	-	1032	42
CLUG_01772	Supercontig_1.2	1092730	1094865	+	2136	66
CLUG_01773	Supercontig_1.2	1095300	1098113	+	2814	123
CLUG_01774	Supercontig_1.2	1098323	1098892	+	570	627
CLUG_01775	Supercontig_1.2	1099558	1100898	-	1341	627
CLUG_01776	Supercontig_1.2	1101594	1102670	-	1077	227
CLUG_01777	Supercontig_1.2	1105199	1107484	-	2286	754
CLUG_01778	Supercontig_1.2	1107570	1110545	-	2976	174
CLUG_01779	Supercontig_1.2	1110891	1111844	-	954	592
CLUG_01780	Supercontig_1.2	1112050	1114434	-	2385	1376
CLUG_01781	Supercontig_1.2	1114952	1115422	+	471	224
CLUG_01782	Supercontig_1.2	1115444	1115878	-	435	84
CLUG_01783	Supercontig_1.2	1116676	1117254	-	579	2997
CLUG_01784	Supercontig_1.2	1117750	1118238	+	489	2590
CLUG_01785	Supercontig_1.2	1119515	1121512	+	1998	381
CLUG_01786	Supercontig_1.2	1121551	1122033	-	483	147
CLUG_01787	Supercontig_1.2	1122619	1123959	+	1341	440
CLUG_01788	Supercontig_1.2	1124322	1125368	+	1047	284
CLUG_01789	Supercontig_1.2	1125702	1126451	-	750	400
CLUG_01790	Supercontig_1.2	1127080	1129605	+	2526	1215
CLUG_01791	Supercontig_1.2	1129633	1130475	-	843	69
CLUG_01792	Supercontig_1.2	1130941	1131954	-	1014	392
CLUG_01793	Supercontig_1.2	1132229	1132534	+	306	235
CLUG_01794	Supercontig_1.2	1132735	1136577	-	3843	656
CLUG_01795	Supercontig_1.2	1137353	1139062	-	1710	279
CLUG_01796	Supercontig_1.2	1139392	1140141	-	750	137
CLUG_01797	Supercontig_1.2	1140874	1142463	+	1590	198
CLUG_01798	Supercontig_1.2	1142799	1146203	+	3405	328
CLUG_01799	Supercontig_1.2	1147580	1149820	-	2241	26097
CLUG_01800	Supercontig_1.2	1150411	1151730	+	1320	247
CLUG_01801	Supercontig_1.2	1152286	1153206	-	921	2335
CLUG_01802	Supercontig_1.2	1153635	1157174	-	3540	2447
CLUG_01803	Supercontig_1.2	1158847	1160469	-	1623	68
CLUG_01804	Supercontig_1.2	1161283	1161684	+	402	14
CLUG_01805	Supercontig_1.2	1161949	1164414	-	2466	98
CLUG_01806	Supercontig_1.2	1165210	1167267	-	2058	1172
CLUG_01807	Supercontig_1.2	1168578	1170569	+	1992	125
CLUG_01808	Supercontig_1.2	1172112	1172972	+	861	35
CLUG_01809	Supercontig_1.2	1173444	1174169	-	726	56
CLUG_01810	Supercontig_1.2	1176171	1177178	+	1008	10
CLUG_01811	Supercontig_1.2	1178152	1181094	+	2943	3252
CLUG_01812	Supercontig_1.2	1184343	1185308	+	966	284
CLUG_01813	Supercontig_1.2	1186188	1186691	-	504	75
CLUG_01814	Supercontig_1.2	1188624	1189487	+	864	19
CLUG_01815	Supercontig_1.2	1191225	1192055	+	831	3073
CLUG_01816	Supercontig_1.2	1192475	1194208	-	1734	817
CLUG_01817	Supercontig_1.2	1194759	1195886	-	1128	99
CLUG_01818	Supercontig_1.2	1196163	1197269	-	1107	517
CLUG_01819	Supercontig_1.2	1197745	1198416	+	672	264
CLUG_01820	Supercontig_1.2	1198487	1204219	-	5733	820
CLUG_01821	Supercontig_1.2	1204696	1206378	+	1683	1063
CLUG_01822	Supercontig_1.2	1206627	1207238	+	612	173
CLUG_01823	Supercontig_1.2	1207484	1209556	-	2073	68
CLUG_01824	Supercontig_1.2	1210735	1211715	-	981	557
CLUG_01825	Supercontig_1.2	1212086	1214569	-	2484	69
CLUG_01826	Supercontig_1.2	1215188	1216729	+	1542	32
CLUG_01827	Supercontig_1.2	1217501	1218547	+	1047	20653
CLUG_01828	Supercontig_1.2	1218971	1219654	-	684	47
CLUG_01829	Supercontig_1.2	1219708	1222185	+	2478	280
CLUG_01830	Supercontig_1.2	1224095	1225681	+	1587	249
CLUG_01831	Supercontig_1.2	1226358	1227350	+	993	179
CLUG_01832	Supercontig_1.2	1228102	1229592	-	1491	38
CLUG_01833	Supercontig_1.2	1230596	1231162	-	567	1
CLUG_01834	Supercontig_1.2	1231365	1233437	-	2073	18
CLUG_01835	Supercontig_1.2	1233779	1235305	+	1527	27
CLUG_01836	Supercontig_1.2	1236233	1238494	-	2262	176
CLUG_01837	Supercontig_1.2	1238802	1240385	+	1584	769
CLUG_01838	Supercontig_1.2	1241072	1243792	+	2721	109
CLUG_01839	Supercontig_1.2	1242130	1242756	-	627	0
CLUG_01840	Supercontig_1.2	1242161	1243516	-	1356	2
CLUG_01841	Supercontig_1.2	1244507	1245454	+	948	1059
CLUG_01842	Supercontig_1.2	1245823	1247007	-	1185	44
CLUG_01843	Supercontig_1.2	1248293	1250437	+	2145	411
CLUG_01844	Supercontig_1.2	1250523	1255358	-	4836	400
CLUG_01845	Supercontig_1.2	1256465	1257715	-	1251	402
CLUG_01846	Supercontig_1.2	1258890	1260434	-	1545	13
CLUG_01847	Supercontig_1.2	1259759	1260295	+	537	0
CLUG_01848	Supercontig_1.2	1261045	1262856	+	1812	612
CLUG_01849	Supercontig_1.2	1263176	1263811	+	636	547
CLUG_01850	Supercontig_1.2	1264903	1265757	-	855	383
CLUG_01851	Supercontig_1.2	1266064	1268970	+	2907	196
CLUG_01852	Supercontig_1.2	1270557	1273616	+	3060	357
CLUG_01853	Supercontig_1.2	1274719	1277124	+	2406	87
CLUG_01854	Supercontig_1.2	1277905	1278813	+	909	16
CLUG_01855	Supercontig_1.2	1283043	1283615	+	573	200
CLUG_01856	Supercontig_1.2	1285928	1287415	-	1488	5021
CLUG_01857	Supercontig_1.2	1288173	1290683	-	2511	3365
CLUG_01858	Supercontig_1.2	1291057	1292748	-	1692	1978
CLUG_01859	Supercontig_1.2	1294061	1295269	-	1209	505
CLUG_01860	Supercontig_1.2	1295932	1297377	-	1446	3362
CLUG_01861	Supercontig_1.2	1296214	1297485	+	1272	79
CLUG_01862	Supercontig_1.2	1298665	1300515	+	1851	333
CLUG_01863	Supercontig_1.2	1300662	1301504	+	843	821
CLUG_01864	Supercontig_1.2	1301691	1302617	+	927	285
CLUG_01865	Supercontig_1.2	1302880	1303776	-	897	186
CLUG_01866	Supercontig_1.2	1306915	1307922	-	1008	325
CLUG_01867	Supercontig_1.2	1308128	1309129	-	1002	140
CLUG_01868	Supercontig_1.2	1310775	1312073	-	1299	242
CLUG_01869	Supercontig_1.2	1313325	1316006	+	2682	295
CLUG_01870	Supercontig_1.2	1316483	1317988	+	1506	63537
CLUG_01871	Supercontig_1.2	1319148	1320500	-	1353	4665
CLUG_01872	Supercontig_1.2	1322261	1325059	+	2799	1235
CLUG_01873	Supercontig_1.2	1325355	1326533	+	1179	32
CLUG_01874	Supercontig_1.2	1325382	1326602	-	1221	152
CLUG_01875	Supercontig_1.2	1327169	1327630	-	462	720
CLUG_01876	Supercontig_1.2	1328061	1331654	-	3594	478
CLUG_01877	Supercontig_1.2	1333074	1333610	+	537	39
CLUG_01878	Supercontig_1.2	1333119	1334102	-	984	119
CLUG_01879	Supercontig_1.2	1336393	1337052	-	660	228
CLUG_01880	Supercontig_1.2	1339136	1340119	+	984	22256
CLUG_01881	Supercontig_1.2	1340890	1341624	-	735	1089
CLUG_01882	Supercontig_1.2	1341953	1343866	-	1914	302
CLUG_01883	Supercontig_1.2	1344386	1345513	-	1128	2664
CLUG_01884	Supercontig_1.2	1347195	1348838	-	1644	102
CLUG_01885	Supercontig_1.2	1347544	1348200	+	657	198
CLUG_01886	Supercontig_1.2	1349551	1350189	+	639	619
CLUG_01887	Supercontig_1.2	1350585	1351841	-	1257	7957
CLUG_01888	Supercontig_1.2	1352104	1352928	-	825	102
CLUG_01889	Supercontig_1.2	1353100	1355589	-	2490	1224
CLUG_01890	Supercontig_1.2	1356375	1357121	-	747	21946
CLUG_01891	Supercontig_1.2	1357986	1358669	-	684	265
CLUG_01892	Supercontig_1.2	1359586	1360410	-	825	7
CLUG_01893	Supercontig_1.2	1359592	1360353	+	762	4098
CLUG_01894	Supercontig_1.2	1360919	1361941	+	1023	325
CLUG_01895	Supercontig_1.2	1362317	1364203	-	1887	220
CLUG_01896	Supercontig_1.2	1366106	1367047	-	942	85
CLUG_01897	Supercontig_1.2	1367876	1369126	-	1251	190
CLUG_01898	Supercontig_1.2	1372826	1374433	+	1608	228
CLUG_01899	Supercontig_1.2	1375061	1380076	+	5016	389
CLUG_01900	Supercontig_1.2	1380238	1380981	+	744	522
CLUG_01901	Supercontig_1.2	1381593	1382783	-	1191	1876
CLUG_01902	Supercontig_1.2	1383139	1384305	-	1167	108
CLUG_01903	Supercontig_1.2	1384789	1385391	-	603	12
CLUG_01904	Supercontig_1.2	1385078	1388083	+	3006	1415
CLUG_01905	Supercontig_1.2	1388963	1391179	+	2217	3110
CLUG_01906	Supercontig_1.2	1393239	1393802	+	564	333
CLUG_01907	Supercontig_1.2	1395011	1396738	+	1728	4613
CLUG_01908	Supercontig_1.2	1398246	1399208	-	963	58
CLUG_01909	Supercontig_1.2	1399369	1400301	+	933	1152
CLUG_01910	Supercontig_1.2	1400663	1401415	-	753	230
CLUG_01911	Supercontig_1.2	1401619	1402908	-	1290	102
CLUG_01912	Supercontig_1.2	1404411	1405538	+	1128	76
CLUG_01913	Supercontig_1.2	1407222	1408670	-	1449	34
CLUG_01914	Supercontig_1.2	1409222	1410859	-	1638	233
CLUG_01915	Supercontig_1.2	1412697	1414361	+	1665	87
CLUG_01916	Supercontig_1.2	1414397	1416517	-	2121	183
CLUG_01917	Supercontig_1.2	1417266	1418444	+	1179	254
CLUG_01918	Supercontig_1.2	1419201	1419842	-	642	15188
CLUG_01919	Supercontig_1.2	1420636	1422276	-	1641	8316
CLUG_01920	Supercontig_1.2	1423368	1424210	+	843	1294
CLUG_01921	Supercontig_1.2	1424994	1426310	+	1317	159
CLUG_01922	Supercontig_1.2	1427075	1427773	+	699	315
CLUG_01923	Supercontig_1.2	1428249	1429712	+	1464	200
CLUG_01924	Supercontig_1.2	1429937	1430434	+	498	725
CLUG_01925	Supercontig_1.2	1430469	1431866	-	1398	74
CLUG_01926	Supercontig_1.2	1432711	1433445	-	735	255
CLUG_01927	Supercontig_1.2	1433872	1435914	-	2043	460
CLUG_01928	Supercontig_1.2	1436059	1437999	-	1941	93
CLUG_01929	Supercontig_1.2	1438358	1438906	-	549	270
CLUG_01930	Supercontig_1.2	1439269	1440699	+	1431	467
CLUG_01931	Supercontig_1.2	1441330	1442502	+	1173	76
CLUG_01932	Supercontig_1.2	1443215	1444645	+	1431	438
CLUG_01933	Supercontig_1.2	1445032	1445955	+	924	2287
CLUG_01934	Supercontig_1.2	1447179	1448558	+	1380	6610
CLUG_01935	Supercontig_1.2	1450981	1452312	+	1332	54
CLUG_01936	Supercontig_1.2	1453008	1453922	+	915	331
CLUG_01937	Supercontig_1.2	1454562	1455818	-	1257	1288
CLUG_01938	Supercontig_1.2	1458215	1459123	+	909	19927
CLUG_01939	Supercontig_1.2	1459336	1459866	+	531	21421
CLUG_01940	Supercontig_1.2	1460157	1460534	-	378	291
CLUG_01941	Supercontig_1.2	1461576	1462364	-	789	12
CLUG_01942	Supercontig_1.2	1461582	1462229	+	648	13682
CLUG_01943	Supercontig_1.2	1462819	1464708	+	1890	387
CLUG_01944	Supercontig_1.2	1466379	1467845	+	1467	345
CLUG_01945	Supercontig_1.2	1469060	1470289	+	1230	675
CLUG_01946	Supercontig_1.2	1471476	1472204	+	729	112
CLUG_01947	Supercontig_1.2	1472628	1474148	-	1521	690
CLUG_01948	Supercontig_1.2	1476956	1477888	+	933	3734
CLUG_01949	Supercontig_1.2	1479377	1480747	+	1371	85
CLUG_01950	Supercontig_1.2	1480860	1482755	-	1896	641
CLUG_01951	Supercontig_1.2	1483443	1485434	-	1992	183
CLUG_01952	Supercontig_1.2	1487665	1490238	+	2574	7032
CLUG_01953	Supercontig_1.2	1490915	1493311	+	2397	1705
CLUG_01954	Supercontig_1.2	1494470	1494979	-	510	4995
CLUG_01955	Supercontig_1.2	1495085	1495672	-	588	11
CLUG_01956	Supercontig_1.2	1495341	1496012	-	672	996
CLUG_01957	Supercontig_1.2	1496683	1498797	-	2115	71
CLUG_01958	Supercontig_1.2	1499524	1500354	+	831	426
CLUG_01959	Supercontig_1.2	1501626	1502156	-	531	258
CLUG_01960	Supercontig_1.2	1501719	1502264	+	546	1673
CLUG_01961	Supercontig_1.2	1503870	1506656	-	2787	351
CLUG_01962	Supercontig_1.2	1507929	1508528	+	600	2186
CLUG_01963	Supercontig_1.2	1508961	1511735	-	2775	1254
CLUG_01964	Supercontig_1.2	1512266	1514167	+	1902	105
CLUG_01965	Supercontig_1.2	1514863	1515930	+	1068	5080
CLUG_01966	Supercontig_1.2	1516298	1517242	-	945	17387
CLUG_01967	Supercontig_1.2	1520096	1520983	+	888	9667
CLUG_01968	Supercontig_1.2	1520363	1521115	-	753	29
CLUG_01969	Supercontig_1.2	1522522	1525236	+	2715	27
CLUG_01970	Supercontig_1.2	1525600	1526055	+	456	505
CLUG_01971	Supercontig_1.2	1525936	1526535	-	600	7
CLUG_01972	Supercontig_1.2	1526750	1528360	+	1611	205
CLUG_01973	Supercontig_1.2	1528379	1529782	+	1404	606
CLUG_01974	Supercontig_1.2	1530302	1530976	+	675	2924
CLUG_01975	Supercontig_1.2	1531417	1532571	+	1155	21
CLUG_01976	Supercontig_1.2	1533521	1533982	+	462	154
CLUG_01977	Supercontig_1.2	1534783	1536987	+	2205	1409
CLUG_01978	Supercontig_1.2	1538049	1540490	+	2442	12830
CLUG_01979	Supercontig_1.2	1541146	1542336	-	1191	13748
CLUG_01980	Supercontig_1.2	1543188	1544984	-	1797	105
CLUG_01981	Supercontig_1.2	1547691	1549112	-	1422	49
CLUG_01982	Supercontig_1.2	1549570	1551009	-	1440	229
CLUG_01983	Supercontig_1.2	1551639	1552619	-	981	223
CLUG_01984	Supercontig_1.2	1555044	1555541	-	498	0
CLUG_01985	Supercontig_1.2	1555569	1556978	+	1410	3324
CLUG_01986	Supercontig_1.2	1555584	1556765	-	1182	1
CLUG_01987	Supercontig_1.2	1557737	1559440	+	1704	35
CLUG_01988	Supercontig_1.2	1560278	1562158	+	1881	213
CLUG_01989	Supercontig_1.2	1561344	1561820	-	477	0
CLUG_01990	Supercontig_1.2	1563948	1564949	+	1002	648
CLUG_01991	Supercontig_1.2	1564086	1565057	-	972	15
CLUG_01992	Supercontig_1.2	1566450	1567607	-	1158	59
CLUG_01993	Supercontig_1.2	1566462	1567604	+	1143	797
CLUG_01994	Supercontig_1.2	1568561	1569106	+	546	182
CLUG_01995	Supercontig_1.2	1569967	1571700	+	1734	11420
CLUG_01996	Supercontig_1.2	1571966	1572745	-	780	15
CLUG_01997	Supercontig_1.2	1573835	1574905	-	1071	244
CLUG_01998	Supercontig_1.2	1575991	1577100	+	1110	139
CLUG_01999	Supercontig_1.2	1578486	1580801	+	2316	521
CLUG_02000	Supercontig_1.2	1581673	1584615	-	2943	502
CLUG_02001	Supercontig_1.2	1586361	1591133	+	4773	3501
CLUG_02002	Supercontig_1.2	1591291	1591830	-	540	12
CLUG_02003	Supercontig_1.2	1593205	1593687	+	483	12
CLUG_02004	Supercontig_1.2	1594206	1596062	+	1857	147
CLUG_02005	Supercontig_1.2	1596492	1597835	+	1344	580
CLUG_02006	Supercontig_1.2	1599399	1603013	+	3615	1054
CLUG_02007	Supercontig_1.2	1603845	1605428	+	1584	1684
CLUG_02008	Supercontig_1.2	1606043	1606276	+	234	532
CLUG_02009	Supercontig_1.2	1606518	1608542	+	2025	50
CLUG_02010	Supercontig_1.2	1608590	1610962	-	2373	1744
CLUG_02011	Supercontig_1.2	1611467	1612804	-	1338	49
CLUG_02012	Supercontig_1.2	1613776	1615017	-	1242	981
CLUG_02013	Supercontig_1.2	1615388	1616641	-	1254	211
CLUG_02014	Supercontig_1.2	1617162	1619234	-	2073	91
CLUG_02015	Supercontig_1.2	1620598	1622340	+	1743	1276
CLUG_02016	Supercontig_1.2	1623249	1625318	+	2070	179318
CLUG_02017	Supercontig_1.2	1626207	1627880	+	1674	77
CLUG_02018	Supercontig_1.2	1628955	1630583	-	1629	404
CLUG_02019	Supercontig_1.2	1631234	1633039	-	1806	1422
CLUG_02020	Supercontig_1.2	1633295	1633951	+	657	16
CLUG_02021	Supercontig_1.2	1635972	1636820	+	849	224
CLUG_02022	Supercontig_1.2	1637081	1638412	-	1332	65
CLUG_02023	Supercontig_1.2	1639721	1641631	-	1911	1653
CLUG_02024	Supercontig_1.2	1639787	1641658	+	1872	42
CLUG_02025	Supercontig_1.2	1643299	1644144	-	846	429
CLUG_02026	Supercontig_1.2	1644916	1645818	-	903	4491
CLUG_02027	Supercontig_1.2	1650085	1651779	-	1695	61
CLUG_02028	Supercontig_1.2	1657093	1657710	-	618	0
CLUG_02029	Supercontig_1.2	1657109	1657720	-	612	0
CLUG_02030	Supercontig_1.2	1657493	1659751	+	2259	32
CLUG_02031	Supercontig_1.2	1658142	1658600	+	459	0
CLUG_02032	Supercontig_1.2	1659099	1659617	-	519	0
CLUG_02033	Supercontig_1.2	1660855	1662225	+	1371	929
CLUG_02034	Supercontig_1.2	1662296	1662949	-	654	7670
CLUG_02035	Supercontig_1.2	1664706	1665623	+	918	21
CLUG_02036	Supercontig_1.2	1664780	1665529	-	750	38
CLUG_02037	Supercontig_1.2	1666400	1669198	-	2799	514
CLUG_02038	Supercontig_1.2	1670441	1672237	-	1797	129
CLUG_02039	Supercontig_1.2	1673879	1674883	+	1005	49
CLUG_02040	Supercontig_1.2	1675861	1677168	+	1308	1463
CLUG_02041	Supercontig_1.2	1680682	1682055	+	1374	224
CLUG_02042	Supercontig_1.2	1682605	1683603	-	999	3355
CLUG_02043	Supercontig_1.2	1686857	1687756	+	900	1117
CLUG_02044	Supercontig_1.2	1688220	1689383	+	1164	84
CLUG_02045	Supercontig_1.2	1688272	1688823	+	552	0
CLUG_02046	Supercontig_1.2	1690696	1692531	-	1836	140
CLUG_02047	Supercontig_1.2	1693467	1694975	-	1509	1074
CLUG_02048	Supercontig_1.2	1695508	1696044	+	537	2
CLUG_02049	Supercontig_1.2	1696894	1697715	-	822	96
CLUG_02050	Supercontig_1.2	1698758	1702318	-	3561	169
CLUG_02051	Supercontig_1.2	1702766	1703560	-	795	70
CLUG_02052	Supercontig_1.2	1706396	1707286	-	891	23
CLUG_02053	Supercontig_1.2	1708183	1709994	+	1812	568
CLUG_02054	Supercontig_1.2	1712358	1713014	+	657	1
CLUG_02055	Supercontig_1.2	1713101	1713820	-	720	309
CLUG_02056	Supercontig_1.2	1716584	1717534	+	951	18
CLUG_02057	Supercontig_1.2	1719005	1722253	+	3249	11688
CLUG_02058	Supercontig_1.2	1723985	1724884	+	900	38
CLUG_02059	Supercontig_1.2	1724903	1725562	-	660	1896
CLUG_02060	Supercontig_1.2	1725326	1725799	+	474	4
CLUG_02061	Supercontig_1.2	1725931	1728252	-	2322	1563
CLUG_02062	Supercontig_1.2	1730858	1731922	-	1065	18
CLUG_02063	Supercontig_1.2	1730864	1731997	+	1134	19058
CLUG_02064	Supercontig_1.2	1733657	1734397	+	741	5193
CLUG_02065	Supercontig_1.2	1735103	1736242	+	1140	67
CLUG_02066	Supercontig_1.2	1738125	1739957	+	1833	175
CLUG_02067	Supercontig_1.2	1740467	1741636	+	1170	83
CLUG_02068	Supercontig_1.2	1740539	1741231	-	693	24
CLUG_02069	Supercontig_1.2	1742422	1743375	+	954	50
CLUG_02070	Supercontig_1.2	1744301	1745341	+	1041	346
CLUG_02071	Supercontig_1.2	1747200	1748207	+	1008	172
CLUG_02072	Supercontig_1.2	1748780	1750870	+	2091	112
CLUG_02073	Supercontig_1.2	1751577	1751765	-	189	452
CLUG_02074	Supercontig_1.2	1751962	1752249	+	288	1517
CLUG_02075	Supercontig_1.2	1752926	1754227	-	1302	150
CLUG_02076	Supercontig_1.2	1752984	1753541	+	558	3
CLUG_02077	Supercontig_1.2	1755685	1757226	-	1542	4
CLUG_02078	Supercontig_1.2	1755802	1757082	+	1281	4032
CLUG_02079	Supercontig_1.2	1757611	1758285	-	675	1
CLUG_02080	Supercontig_1.2	1758005	1758871	-	867	1
CLUG_02081	Supercontig_1.2	1759589	1760752	-	1164	6
CLUG_02082	Supercontig_1.2	1759640	1760728	+	1089	54
CLUG_02083	Supercontig_1.2	1765192	1767429	+	2238	119
CLUG_02084	Supercontig_1.2	1767990	1769492	-	1503	114
CLUG_02085	Supercontig_1.2	1769713	1771149	+	1437	113
CLUG_02086	Supercontig_1.2	1772245	1773549	-	1305	30
CLUG_02087	Supercontig_1.2	1775276	1777579	-	2304	507
CLUG_02088	Supercontig_1.2	1777889	1779853	+	1965	2183
CLUG_02089	Supercontig_1.2	1780314	1782572	+	2259	755
CLUG_02090	Supercontig_1.2	1783367	1784716	+	1350	404
CLUG_02091	Supercontig_1.2	1785008	1785313	-	306	1753
CLUG_02092	Supercontig_1.2	1785867	1786313	+	447	296
CLUG_02093	Supercontig_1.2	1786408	1787838	-	1431	3428
CLUG_02094	Supercontig_1.2	1788267	1789937	-	1671	265
CLUG_02095	Supercontig_1.2	1790578	1791525	+	948	267
CLUG_02096	Supercontig_1.2	1791934	1793661	+	1728	8871
CLUG_02097	Supercontig_1.2	1793959	1796454	+	2496	149
CLUG_02098	Supercontig_1.2	1796534	1797172	-	639	143
CLUG_02099	Supercontig_1.2	1797962	1799572	+	1611	257
CLUG_02100	Supercontig_1.2	1799916	1800500	+	585	1674
CLUG_02101	Supercontig_1.2	1800902	1802314	+	1413	7868
CLUG_02102	Supercontig_1.2	1802365	1802703	-	339	583
CLUG_02103	Supercontig_1.2	1802885	1804300	+	1416	2833
CLUG_02104	Supercontig_1.2	1805302	1806189	+	888	2190
CLUG_02105	Supercontig_1.2	1809473	1810342	-	870	502
CLUG_02106	Supercontig_1.2	1811004	1811972	+	969	74006
CLUG_02107	Supercontig_1.2	1812185	1812643	+	459	1253
CLUG_02108	Supercontig_1.2	1812885	1814450	+	1566	4971
CLUG_02109	Supercontig_1.2	1814480	1815895	-	1416	225
CLUG_02110	Supercontig_1.2	1815953	1816759	-	807	6399
CLUG_02111	Supercontig_1.2	1817494	1818060	+	567	11
CLUG_02112	Supercontig_1.2	1817533	1818051	-	519	9148
CLUG_02113	Supercontig_1.2	1818664	1819656	-	993	923
CLUG_02114	Supercontig_1.2	1820211	1821491	-	1281	8672
CLUG_02115	Supercontig_1.2	1821925	1824660	-	2736	190
CLUG_02116	Supercontig_1.2	1826312	1827649	-	1338	119
CLUG_02117	Supercontig_1.2	1827957	1831373	+	3417	295
CLUG_02118	Supercontig_1.2	1831416	1832717	-	1302	172
CLUG_02119	Supercontig_1.2	1832702	1833067	+	366	2368
CLUG_02120	Supercontig_1.2	1833592	1836105	-	2514	227
CLUG_02121	Supercontig_1.2	1837144	1838544	-	1401	1379
CLUG_02122	Supercontig_1.2	1841072	1843087	-	2016	958
CLUG_02123	Supercontig_1.2	1844360	1846030	+	1671	2025
CLUG_02124	Supercontig_1.2	1846468	1848693	-	2226	283
CLUG_02125	Supercontig_1.2	1850003	1850317	+	315	261
CLUG_02126	Supercontig_1.2	1852108	1853184	-	1077	13106
CLUG_02127	Supercontig_1.2	1855200	1855763	+	564	65
CLUG_02128	Supercontig_1.2	1856710	1857744	+	1035	123
CLUG_02129	Supercontig_1.2	1858929	1859708	+	780	296
CLUG_02130	Supercontig_1.2	1861210	1861821	-	612	36
CLUG_02131	Supercontig_1.2	1861506	1861976	-	471	20
CLUG_02132	Supercontig_1.2	1861975	1863873	+	1899	0
CLUG_02133	Supercontig_1.2	1862695	1863162	-	468	14
CLUG_02134	Supercontig_1.2	1863092	1864483	-	1392	10
CLUG_02135	Supercontig_1.2	1863197	1864459	+	1263	2
CLUG_02136	Supercontig_1.2	1863273	1864262	-	990	0
CLUG_02137	Supercontig_1.2	1864141	1864593	+	453	0
