"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_00911T0",4692,5479,666,756,7146,6108,753,753,4502,5563,1038,966,5128,4757,394,641,5155,5424,2073,2024,4411,3806,1061,837
"CLUG_00912T0",1307,786,190,284,2045,1990,389,300,974,1477,287,327,4783,6871,519,398,2708,2760,684,1191,3149,3162,688,585
"CLUG_00913T0",362,224,28,52,541,622,54,40,356,386,28,52,525,413,15,16,441,442,17,19,463,451,18,12
"CLUG_00914T0",2763,1845,441,633,3910,4085,508,559,2339,2939,858,957,3140,3322,205,295,3136,3289,1165,1206,3627,3680,1317,1837
"CLUG_00915T0",2531,1570,61,148,4171,3927,134,92,2012,2811,99,73,2775,2642,65,85,3520,3249,17,74,3705,3167,44,25
"CLUG_00916T0",1181,1217,272,370,1152,1156,254,230,960,1316,326,454,1524,1052,162,113,1165,885,628,940,1659,1430,824,799
"CLUG_00917T0",1520,965,913,1126,2002,2264,1020,649,1504,1526,1030,978,1937,1588,744,838,1763,1772,686,715,2837,2592,377,407
"CLUG_00918T0",1959,1665,16171,19587,3580,3190,20816,20834,1876,2476,17671,23198,3282,2914,15195,16513,3041,2729,21228,25842,2663,2054,21858,22002
"CLUG_00919T0",68,53,558,783,94,90,1388,1105,57,75,754,1079,97,65,1186,773,120,61,806,1311,84,64,915,1152
"CLUG_00920T0",4,4,24,52,22,18,98,94,4,9,31,48,13,6,42,55,15,6,28,35,11,6,45,49
"CLUG_00921T0",14302,14666,11141,12663,15284,16311,10450,9489,13947,13497,16552,17618,19217,18523,5391,7254,15863,14564,15581,15425,20105,19686,15736,14650
"CLUG_00922T0",5487,3897,3424,4423,7641,8389,3264,3932,4931,6019,4126,6825,8295,8542,3887,4811,7105,7257,5419,5954,8412,7954,6041,6324
"CLUG_00923T0",4651,3885,13109,14523,8712,8676,13448,9649,5090,6512,13215,14545,6983,5314,23757,22293,7205,5663,5349,5881,7224,6886,7448,7561
"CLUG_00924T0",12122,6967,9040,12007,14082,13668,14950,15931,9454,13097,13687,21842,29805,35880,12609,10883,20746,22310,18686,21359,24684,27690,37338,44402
"CLUG_00925T0",25927,15355,3498,4469,25994,23259,4243,3135,16681,21254,5178,5557,10987,10157,1032,1163,12664,16557,10120,6350,14219,13333,4392,4594
"CLUG_00926T0",199,140.479015224576,69,65,252,497,154,119,389.649074751495,268,101.419295210207,98.2746077628127,116.142105077999,96,236,253,70.9027525706769,55.9698120206319,74.8889633184131,96.7477761874385,250.45594890564,320.213464199339,130,165
"CLUG_00927T0",0,4.52098477542434,0,0,0,0,0,0,17.3509252485046,0,3.58070478979348,3.72539223718732,0.857894922000749,0,0,0,2.09724742932311,9.03018797936808,5.1110366815869,17.2522238125615,45.5440510943605,44.7865358006608,0,0
"CLUG_00928T0",1484,1644,47,73,2691,1902,77,65,1483,2227,59,39,1843,2334,90,124,1539,1449,67,54,2039,2069,60,45
"CLUG_00929T0",365,226,50,60,1201,1000,28,55,404,813,101,63,958,1198,114,214,1002,798,28,39,1057,982,41,83
"CLUG_00930T0",2317,975,216,275,4979,4511,263,294,1957,3109,232,260,3974,4461,626,719,4119,3588,242,313,4394,4101,278,254
"CLUG_00931T0",492,234,476,508,847,841,628,588,308,574,670,1201,807,876,565,613,670,825,732,607,757,719,713,902
"CLUG_00932T0",2961,1178,1875,2188,3750,5250,1880,1828,1973,1709,2960,3061,4187,3490,708,734,2855,2487,11412,13438,5867,5190,621,846
"CLUG_00933T0",1396,990,254,263,2399,2768,251,386,1349,1669,222,440,1474,975,628,759,1864,1392,104,139,1707,1517,324,362
"CLUG_00934T0",247,137,696,785,411,511,1295,1893,210,309,822,1418,420,446,1558,1475,469,487,913,1188,366,440,1237,1962
"CLUG_00935T0",429,367,3431,4345,477,479,5570,9493,363,379,3271,5189,473,603,3621,5606,471,559,12970,13657,466,515,9346,11933
"CLUG_00936T0",4705,4103,5981,7337,9268,8733,12154,20093,5097,7457,6244,10286,8494,7901,9059,10620,7717,7366,18701,21646,7150,6964,21135,22296
"CLUG_00937T0",26.742801515677,27.1652162867892,460.574931975645,476.641889601757,26.3263580522639,89.80750254193,680.459773029946,1029.91654923001,34.4428125710766,17.7207607309987,558.380357789327,901.635476659138,23.7073628439894,34.220053973037,671.943558401025,881.819590740899,15.3417533680504,12.9984132555161,477.062427353978,576.956729119744,16.3170513317894,31.5223620233588,863.534981592149,1266.38867620332
"CLUG_00938T0",112.257198484323,44.8347837132108,1818.42506802435,1943.35811039824,98.6736419477361,120.19249745807,3309.54022697005,3674.08345076999,46.5571874289234,80.2792392690013,1604.61964221067,2160.36452334086,73.2926371560106,91.779946026963,2575.05644159898,3199.1804092591,81.6582466319496,83.0015867444839,1897.93757264602,1732.04327088026,83.6829486682106,91.4776379766412,3104.46501840785,3136.61132379668
"CLUG_00939T0",812,612,963,901,880,1024,903,1562,641,737,1016,1253,914,607,1712,2405,722,765,1008,1040,748,793,1943,1998
"CLUG_00940T0",1801,1405,1464,1468,2628,2265,1794,1827,1383,1826,1285,1478,2244,2290,2093,2310,1853,2114,1431,1233,2432,2401,2102,2059
"CLUG_00941T0",4233,3451,4782,4248,8536,7138,7863,6970,4659,6356,4349,5227,4182,4442,9068,9920,4410,4563,2783,2982,4290,5219,5529,6675
"CLUG_00942T0",401.127077879205,703.298156590222,506.849068445042,445.584947463289,5145.75366953874,676.693882725937,1705.48478139151,911.960458696886,435.756705198539,1216.47306418993,528.519489402612,555.468449242858,172.92518025851,246.196932216374,1411.81769939148,1178.04906188987,140.767775755219,180.666291968015,132.502639569029,119.561042702443,91.5414608622749,142.557791205069,484.778255761685,437.343065201343
"CLUG_00943T0",168.872922120795,251.701843409778,193.150931554958,170.415052536711,1688.24633046126,182.306117274063,580.515218608493,252.039541303114,120.243294801461,410.526935810074,74.4805105973879,146.531550757142,70.0748197414896,76.8030677836258,452.182300608518,368.950938110125,44.2322242447812,65.3337080319854,71.4973604309714,62.438957297557,38.4585391377251,57.442208794931,148.221744238315,121.656934798657
"CLUG_00944T0",679,404,285,313,2063,1804,406,667,732,1259,210,295,1450,1240,943,863,1556,1133,203,224,1370,1168,244,287
"CLUG_00945T0",9908,7000,65228,79544,11775,11332,103497,69682,6680,8274,48981,62984,9459,10675,89449,95781,7034,7760,32142,30654,7927,7965,51171,57422
"CLUG_00946T0",1179,1168,1733,1533,2297,2555,3876,3009,1407,1773,1568,1652,1336,1183,4692,4542,1776,1404,598,872,1732,1517,2481,2211
"CLUG_00947T0",3302,1416,606,542,4439,5514,432,541,3155,3020,469,588,5597,4019,881,1542,5034,3658,293,367,4015,3303,495,422
"CLUG_00948T0",19003,7102,641,813,22676,28465,681,686,15261,14217,872,537,28163,23756,743,1257,24215,20032,639,721,19582,17907,432,313
"CLUG_00949T0",5050,4156,912,973,7845,8165,662,1024,5332,6844,1102,1159,5573,4281,1242,2071,8806,9117,2624,2353,10625,10066,721,841
"CLUG_00950T0",170,124,326,301,189,231,267,494,186,190,241,381,40,25,977,1232,89,100,71,100,122,127,513,485
"CLUG_00951T0",7688,5496,1788,2008,12764,11064,1866,1646,5048,7148,2272,2014,5349,4841,942,962,6014,5768,4948,4966,6970,6040,5272,4229
"CLUG_00952T0",1183,745,341,353,1888,2357,516,534,1124,1287,299,387,2044,1507,751,919,1422,1172,291,380,1613,1415,534,522
"CLUG_00953T0",3199.52216011139,1742.77572226061,1515.75778995722,2008.0605708562,4428.51390836358,5078.715177235,3142.58374169597,3636.96756953947,2821.22253482082,4267.44121242892,2968.08896667708,5567.23298881598,5384.87806332514,6491.75529171092,2367.12593497029,2213.69854938463,5126.77292883842,4831.57903864252,2368.30483999637,3521.23625671778,5831.03144716493,6383.24621925397,13407.9413670269,15650.9853164013
"CLUG_00954T0",409.90495790722,354.22427773939,217.700582432561,340.939429143802,693.750565962078,891.498189492338,546.416258304028,677.391822977643,497.777465179185,868.995031720702,616.27435773579,1149.76701118402,866.647093011858,1021.02033890414,396.874065029715,369.301450615366,890.375877557572,666.420961357481,388.767253701211,632.763743282218,889.367287767937,1258.12804832865,2701.57009800893,3042.87605836268
"CLUG_00955T0",26282,17123,4248,4800,40009,43601,3832,5608,29957,33161,7694,7231,23210,19006,4642,6068,26596,24571,11903,9573,27941,23824,6503,5949
"CLUG_00956T0",14124.8962510881,8581.54474884861,9971.23868872355,12907.2633404009,14635.0939458594,15353.9719289375,18660.6685156083,17958.2178113761,11466.9749670089,13850.0489061875,14770.6998232051,23687.2783895228,36438.8596397008,43636.8240084036,14199.1530890893,11299.8959386741,25012.2317468802,24838.5200662499,18672.9569686042,22591.087205633,34509.4059602771,35237.5003111687,32706.004026349,39847.4717440776
"CLUG_00957T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_00958T0",221,149,318,257,560,434,593,441,172,254,213,284,398,429,849,722,389,332,84,78,370,362,401,452
"CLUG_00959T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_00960T0",647,439,781,695,1464,1511,554,885,680,1008,758,761,1292,1065,1411,2338,1387,963,585,651,1266,1050,1404,1670
"CLUG_00961T0",499,322,333,519,920,929,592,681,376,625,425,574,957,967,385,438,975,948,564,765,972,955,1025,1138
"CLUG_00962T0",2521,3062,914,987,4714,3966,379,834,2655,4348,849,1131,4733,4517,1505,2545,4572,3731,452,722,4809,4531,1447,1414
"CLUG_00963T0",33,37,136,123,182,158,40,88,61,88,113,126,89,91,331,467,123,105,43,41,96,99,204,174
"CLUG_00964T0",6402,5983,2422,2941,12051,10155,2797,2414,6034,8298,3187,3414,5405,4962,2001,2483,6030,7294,5328,5144,5565,5606,3528,3534
"CLUG_00965T0",12739,8633,6539,7537,35463,25173,12216,10345,17222,21330,7752,10137,11892,12081,7936,8492,12709,16831,6938,6867,10880,11607,4977,6979
"CLUG_00966T0",6366,7231,10438,11863,11907,12972,9968,11915,8497,9642,10931,11909,6863,4907,11180,14232,7051,7281,8584,10361,6505,6929,11798,14823
"CLUG_00967T0",3743,3321,631,935,9233,7669,1356,1310,4013,5909,1021,1221,4581,3281,1455,1212,4739,4308,856,1043,4306,4169,700,870
"CLUG_00968T0",20,64,352,360,178,51,543,942,12,78,256,370,32,58,1246,1643,25,26,216,331,151,122,654,707
"CLUG_00969T0",796,624,749,722,2004,1625,794,1491,805,1355,384,673,1308,1508,2553,3383,1516,1254,208,225,1149,1146,747,784
"CLUG_00970T0",634,302,695,1136,886,932,1940,1948,479,660,482,878,2027,2279,2970,2914,1322,1135,319,314,1543,1462,963,1119
"CLUG_00971T0",733,415,858,1068,1059,1114,1393,1881,538,621,588,1054,787,684,3231,3088,765,745,354,326,714,593,1381,1428
"CLUG_00972T0",5162,3808,76857,94333,8073,7296,115512,93754,4468,6230,70564,78002,6007,5954,82545,71606,6142,5199,58327,67557,5979,5394,90115,82165
"CLUG_00973T0",848,203,184,189,2924,2440,223,271,870,1610,305,165,2508,1817,363,538,2875,1826,187,248,2032,1869,211,223
"CLUG_00974T0",1731,949,256,256,2970,3352,235,200,1949,2065,209,234,2265,1872,434,665,2461,1953,46,65,2353,2963,80,74
"CLUG_00975T0",6157,5466,920,984,10171,9304,707,840,5796,7684,1031,1091,7202,6239,1166,1652,7104,6608,1290,1256,6357,5808,639,567
"CLUG_00976T0",1975,1301,426,525,3237,2919,655,590,1421,2326,591,664,2471,2109,618,697,2485,2310,1395,1554,2204,1902,1012,992
"CLUG_00977T0",4111,2850,916,1230,8749,8171,2322,1737,4777,6796,1367,1493,10091,8659,3008,2612,8533,5933,2462,2937,8017,7913,1761,1768
"CLUG_00978T0",469,494,161,149,1636,1607,152,137,989,1340,183,195,1600,1328,463,519,1644,921,242,311,1167,1233,200,157
"CLUG_00979T0",394,227,137,123,1253,1154,306,271,528,788,154,219,995,679,658,527,972,603,266,232,1013,870,293,124
"CLUG_00980T0",1079,602,128,224,1284,1220,236,350,735,1013,140,276,1510,1316,411,363,1111,1237,268,262,1070,964,204,241
"CLUG_00981T0",4505,3072,2735,3275,6978,7297,3783,3543,3994,5266,3939,5137,6295,5756,4156,4086,5533,5166,6021,5165,6013,5706,6603,6500
"CLUG_00982T0",1521,785,741,631,1617,1733,762,1266,1529,1799,614,963,1376,1375,2047,2743,1316,1840,2326,1627,1271,1694,3199,1035
"CLUG_00983T0",563,491,325,376,1193,1130,402,790,624,885,379,509,832,668,940,1455,842,1621,2132,1899,790,787,2950,615
"CLUG_00984T0",114476,152869,33495,32756,101288,85521,20131,16379,81817,95141,29589,30369,80181,91968,9110,21203,93702,86589,168124,111937,106648,98214,80672,17704
"CLUG_00985T0",2789,2574,716,1003,3873,4305,1474,1153,2737,3479,1102,1440,7610,8278,1057,785,5212,4554,4815,6895,6040,6342,4343,4410
"CLUG_00986T0",2451,2046,665,870,3135,3343,1606,1114,2132,2590,891,1156,5679,7152,784,677,4070,4184,4443,4986,4517,5042,3472,3926
"CLUG_00987T0",790,579,237,295,2394,1933,384,671,1108,1579,381,421,1549,1242,857,1002,1539,1125,619,451,1284,1447,731,578
"CLUG_00988T0",1080,624,149,275,1783,1664,223,339,939,1365,313,352,1912,1654,309,402,1651,1616,408,476,1782,1472,502,326
"CLUG_00989T0",349,235,80,87,342,306,103,104,238,261,91,99,612,721,193,230,335,468,139,97,387,424,159,152
"CLUG_00990T0",1540,1870,275,254,2387,2208,302,470,1508,2035,287,438,2066,1956,542,749,1877,1718,877,563,1784,1801,586,576
"CLUG_00991T0",602.872080193623,459.297715253614,139.018487387137,243.718410560969,558.190253349591,594.440091003973,222.129118060074,187.602900645886,519.152444361241,509.558203841874,240.065245658015,266.771289053378,755.350491874275,744.946066939516,283.702167745756,272.015945111961,463.974835044106,575.136501831726,436.064402323679,275.906956181628,538.747676496747,667.925973257921,257.385059288409,177.055664493003
"CLUG_00992T0",1697.12791980638,1467.70228474639,474.981512612863,707.281589439031,2443.80974665041,2491.55990899603,663.870881939926,614.397099354114,1453.84755563876,1803.44179615813,721.934754341985,1282.22871094662,1990.64950812572,1605.05393306048,486.297832254244,527.984054888039,1809.02516495589,1547.86349816827,1114.93559767632,1171.09304381837,1754.25232350325,1739.07402674208,707.614940711591,618.944335506997
"CLUG_00993T0",1907,1341,323,452,3084,3092,641,607,1821,2464,666,994,4520,4587,302,382,3712,3898,1162,1605,4817,4668,1616,2221
"CLUG_00994T0",816,400,1755,2435,1081,1172,2957,2970,598,772,1727,3130,974,1098,1608,1829,872,1086,2072,2184,922,919,3933,4502
"CLUG_00995T0",599,331,2268,2511,1086,1093,3228,4420,529,661,1726,2229,858,913,4080,4296,741,919,4004,4084,1147,1168,3664,5025
"CLUG_00996T0",400,300,1835,1751,674,766,4872,3579,385,423,1284,1826,683,773,2858,2878,662,701,3612,3547,887,879,2446,3955
"CLUG_00997T0",72367,43774,222925,289565,52345,64057,296078,254502,45969,43065,211826,259267,125387,110097,273301,291001,55589,43669,260851,260157,83747,84682,349442,361807
"CLUG_00998T0",484,281,98,102,672,746,117,111,472,498,85,136,490,340,55,118,426,464,188,228,710,589,95,122
"CLUG_00999T0",600.430145755135,501.620341715734,239.317784454777,409.051316109765,1103.16900249232,833.212111385034,543.886188384045,446.449642288394,576.936850025116,956.1839652842,662.242914419494,1002.42169934499,1065.32526569818,1581.59472070138,184.952375566483,196.515698382001,1233.45147357515,1377.36536287902,1004.80272862095,1295.9269871974,1557.04053161085,1479.71918987415,1917.1007029521,2034.95885058507
"CLUG_01000T0",1096.56985424487,1022.37965828427,510.682215545224,663.948683890235,2278.83099750768,1881.78788861497,850.113811615955,702.550357711606,1370.06314997488,1574.8160347158,1119.75708558051,1380.57830065501,3349.67473430182,3839.40527929862,471.047624433517,246.484301617999,2527.54852642485,2679.63463712098,1806.19727137905,2965.0730128026,3698.95946838915,3607.28081012585,3764.8992970479,4578.04114941493
"CLUG_01001T0",2543,5244,1595,2369,13685,10878,2667,4461,2719,11030,2360,4180.99999998503,9053,43644,2868,2369,9658,17144,3725.99999618414,8420,4521,8582,4594,15601
"CLUG_01002T0",0,0,0,0,0,0,0,0,0,0,0,1.4965776414806e-08,0,0,0,0,0,0,3.81586346229731e-06,0,0,0,0,0
"CLUG_01003T0",1020,697,420,531,1662,1833,681,1616,1043,1455,389,581,1847,2293,581,1089,1591,1685,715,569,2214,2146,537,528
"CLUG_01004T0",547,381,208,209,680,848,843,948,502,724,178,247,991,992,298,349,731,663,370,383,993,1046,268,233
"CLUG_01005T0",2035,946,142,191,1805,1999,319,210,1126,1163,204,167,2053,2360,90,117,1806,2262,1168,832,1667,1782,322,442
"CLUG_01006T0",819,612,116,194,1592,1604,284,351,757,1157,192,214,1544,1188,138,241,1277,1141,311,316,1461,1275,248,234
"CLUG_01007T0",558,461,79,102,1212,1202,274,229,629,799,137,105,827,653,124,191,907,666,167,145,871,597,169,151
"CLUG_01008T0",4110,3020,234,379,7996,7444,463,437,4096,5642,403,394,7634,7482,222,232,6774,5711,739,939,6863,6219,462,433
"CLUG_01009T0",3199,2194,244,377,4636,5043,386,421,2922,3550,389,493,3742,3409,270,231,3625,3206,630,681,3693,3477,592,585
"CLUG_01010T0",3211,2462,1597,1734,5996,7173,2675,3681,3765,4564,1676,2309,3225,3422,2773,3927,4457,3939,772,1091,4407,4081,1415,1560
"CLUG_01011T0",960,535,456,600,1867,1831,1410,1203,990,1143,638,916,1876,1486,1976,1427,1665,1269,245,332,1700,1342,562,499
"CLUG_01012T0",7869,4410,953,1304,12191,11972,1445,1119,8035,8210,1608,1275,5313,5112,1357,1133,6481,5993,2494,2628,5369,4880,1303,1342
"CLUG_01013T0",9409,8777.78192097355,3830,5011,13786,13776,4750,3771,8575,10175,5244,5090,12505.6114431962,9183,2740,2480,10722,8861,7840,9440,11555,10489,5840,4884
"CLUG_01014T0",3778,3269,227,404,7672,7475,407,407,4430,5517,477,485,6282,4934,291,249,5748,4381,863,1101,5913,5370,584,475
"CLUG_01015T0",259,149,28,54,804,547,36,30,238,351,31,37,364,378,31,51,405,357,13,12,370,449,18,10
"CLUG_01016T0",4993,3756,299,329,10367,8278,290,268,4833,6788,605,476,5855,5433,261,266,6025,4609,937,963,5556,5230,487,497
"CLUG_01017T0",1488,6047,145,288,7260,1708,375,372,1017,5274,294,410,3583,11386,288,391,3944,5482,441,945,1329,1785,241,479
"CLUG_01018T0",3807,3021,558,776,7460,7437,751,1242,4324,5486,888,1183,4106,3353,456,560,4446,4424,640,664,3895,4442,656,900
"CLUG_01019T0",5578,3805,201,349,10411,11498,361,336,5875,6881,404,313,8648,7301,96,162,8115,6431,423,478,9268,8924,90,76
"CLUG_01020T0",425,317,468,499,1063,1921,937,973,639,603,592,860,858,786,672,737,1111,833,1481,1442,1090,1166,817,714
"CLUG_01021T0",2744,2880,196,224,4178,5380,302,438,4053,3756,343,423,4395,3647,85,130,5191,3950,590,875,4953,4882,142,114
"CLUG_01022T0",981,699,310,495,526,1168,195,259,649,716,396,610,496,344,160,142,526,352,1027,1164,1282,1404,777,390
"CLUG_01023T0",943,587,60,109,1234,1419,147,181,952,956,133,192,936,618,43,45,995,744,311,360,1257,1085,157,169
"CLUG_01024T0",915,665,81,130,1370,1618,88,163,1087,1122,197,176,995,776,40,61,1119,727,261,317,1147,920,192,115
"CLUG_01025T0",315,266,29,28,716,774,20,66,502,588,44,123,455,356,25,18,496,343,116,136,501,452,96,74
"CLUG_01026T0",789,416,312,410,1142,1322,346,596,563,979,449,732,878,1169,102,129,1107,1228,845,803,1343,1201,1027,898
"CLUG_01027T0",696,415,259,359,1061,1272,465,584,497,919,367,633,977,964,81,120,1106,881,623,813,1219,1096,892,729
"CLUG_01028T0",2392,1507,561,864,4372,4484,1067,1664,2624,3172,1093,1769,3974,3492,377,289,3593,3170,1302,1476,3835,3477,1314,1129
"CLUG_01029T0",7059,6592,410,690,12579,12044,823,831,7458,9398,865,738,7622,5720,135,167,6798,6164,700,963,6653,6144,399,305
"CLUG_01030T0",681,400,42,46,1101,1265,44,51,706,854,82,69,1222,980,13,36,1009,862,64,95,1499,1331,30,28
"CLUG_01031T0",4797,3889.65938262186,682,817,7141.24201725542,8113,1057,1118,4795.25531040369,5689,1171,1019,5876,5436,579,479,6123,4520,3449,3644,6344,5542,4208,3174
"CLUG_01032T0",1723,1685.34061737814,252,276,3655.75798274458,3926,209,360,2368.74468959631,2929,466,442,2656,2455,158,215,2973,1994,1437,1298,2931,2604,1842,1353
"CLUG_01033T0",6,10,17,18,6,13,21,30,20,7,15,15,9,2,11,6,7,2,10,21,19,19,7,12
"CLUG_01034T0",16453,9805,3432,4139,6673,16675,4090,3944,16119,8783,3029,2744,7797,5308,173,193,10347,9068,1248,1774,16509,19931,916,1021
"CLUG_01035T0",1510,964,244,348,2693,2927,486,595,1379,2051,434,514,3161,2907,224,272,2927,2380,871,1155,3272,2763,2445,1961
"CLUG_01036T0",4504,3657,435,543,7700,8325,740,1238,4507,6031,805,992,6350,6333,386,485,6609,5834,2310,2673,7552,6790,3428,2892
"CLUG_01037T0",3525,3304,621,724,6522,6824,942,1171,4034,4687,650,844,3724,2900,1519,1664,4205,3615,924,1189,4406,4221,960,876
"CLUG_01038T0",939,714,329,360,1535,1162,468,447,687,1230,283,380,2120,2121,895,1234,1661,1775,449,479,1720,1648,418,411
"CLUG_01039T0",3860,2698,975,1190,7344,7634,1647,1668,4167,5289,1321,1900,6421,5274,2120,2475,5491,4846,2433,2683,6065,5587,3024,3018
"CLUG_01040T0",1000,724,485,549,3334,2762,781,1058,1034,1745,577,738,2226,2025,1300,1794,2379,1899,503,589,2248,1744,924,995
"CLUG_01041T0",1517,1510,568,804,3491,3242,603,926,1784,2662,1077,1575,4119,3581,712,591,3385,2660,1076,1918,3523,3358,1974,1896
"CLUG_01042T0",3393,2464,344,461,4658,4506,525,381,2778,3480,650,587,4821,4475,171,199,3770,3487,1616,1672,3847,3800,748,717
"CLUG_01043T0",142,219,155,277,1425,110,475,761,159,872,294,695,66,265,191,224,53,65,206,400,56,59,496,525
"CLUG_01044T0",1801,983,1450,1682,2785,3679,3018,2627,1814,2380,1760,2121,3111,2241,1380,950,2677,2554,2593,3993,3228,2818,7626,7556
"CLUG_01045T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_01046T0",5073,3551,233,335,9882,10674,329,370,5250,6603,410,324,6144,5304,114,172,7152,5191,478,736,6860,5845,254,239
"CLUG_01047T0",1405,865,235,271,2367,2265,335,323,1191,1694,449,528,2181,2020,137,155,2007,1593,1108,1320,2108,1916,1474,1695
"CLUG_01048T0",14773,10368,13642,16463,18593,17276,20231,18626,11175,14317,15563,21167,26589,29377,24142,20163,19495,19389,21179,24360,24122,24752,30621,32952
"CLUG_01049T0",1216,730,615,661,2137,2202,651,1630,1282,1479,467,1045,1359,1040,3588,3809,1470,1230,542,559,1536,1283,2836,2643
"CLUG_01050T0",2147,1815,1287,1664,4626,5078,2361,3500,2555,3229,1155,2412,3413,2627,9483,8372,3158,2540,1566,1810,2931,2498,6033,6096
"CLUG_01051T0",2601,1546,2024,2785,3586,4138,4538,5022,2187,3427,2377,4253,3562,4090,10640,8886,3747,3735,2553,3742,4280,4206,16891,18513
"CLUG_01052T0",1197,773,85,104,2036,2013,152,180,1025,1479,171,153,1325,943,254,221,1350,976,55,115,1373,1143,101,143
"CLUG_01053T0",1424,782,532,778,1700,1763,929,765,1075,1407,774,1120,1674,1680,338,405,1507,1495,1388,1532,1613,1443,1975,2109
"CLUG_01054T0",912,799,282,329,2791,2423,699,926,1127,1531,345,408,1624,1329,874,682,1770,1552,303,388,1578,1376,541,578
"CLUG_01055T0",3051,1464,129,143,2060,3855,122,135,2114,1597,110,124,2769,2346,114,180,2132,2020,37,80,2147,3195,70,75
"CLUG_01056T0",1143,1058,241,303,1565,1586,404,619,1155,1216,237,388,1659,1427,548,629,1186,1003,519,848,1093,1478,548,565
"CLUG_01057T0",653,587,182,174,1186,1124,499,479,529,914,252,431,1134,1575,974,657,1253,1134,364,707,888,928,485,816
"CLUG_01058T0",788,598,109,128,1988,2122,126,172,1039,1433,243,130,1922,1722,139,122,1920,1440,44,65,1826,1596,63,31
"CLUG_01059T0",2624,1087,345,523,609,491,148,233,2901,1639,472,335,491,472,497,499,462,345,245,313,374,517,242,202
"CLUG_01060T0",2348,2612,188,231,3921,3752,315,398,2601,3463,293,287,3199,2737,372,274,3387,2827,433,618,3351,2992,358,283
"CLUG_01061T0",718,638,40,66,1021,981,110,114,705,792,57,63,750,587,139,185,683,724,48,58,989,1018,40,46
"CLUG_01062T0",403,414,127,144,628,704,261,369,313,465,94,161,482,444,831,764,452,478,150,147,509,483,210,172
"CLUG_01063T0",1062,890,226,379,1978,1725,636,404,832,1301,420,517,1545,1110,860,667,1304,1160,658,714,1282,1056,573,542
"CLUG_01064T0",3352,1934,781,966,3686,3293,725,582,1929,2615,1090,1081,2900,2888,876,987,2555,2862,2317,2184,2943,2569,1949,2196
"CLUG_01065T0",513,343,260,389,808,906,577,682,402,759,359,499,725,838,976,720,787,737,490,674,1031,945,1740,1738
"CLUG_01066T0",1417,921,1779,3120,1004,980,5718,4318,925,830,1629,2168,2424,2139,2076,1730,1235,887,6188,8756,1557,1771,5475,6311
"CLUG_01067T0",1196,1012,1788,2983,1055,1078,4684,4939,938,1006,1823,2667,2690,2291,2348,1760,1404,769,5903,9602,1847,2035,6747,6753
"CLUG_01068T0",467,266,456,634,837,886,2098,2578,388,531,643,1028,769,778,1091,891,642,670,1938,3188,751,692,1569,1811
"CLUG_01069T0",2388,1571,562,703,4665,4658,1710,2357,2166,3078,924,1128,4129,4827,1593,1443,4359,3705,2939,3595,4732,4019,2472,2564
"CLUG_01070T0",967,701,1134,1301,1295,1466,1621,1002,1009,1300,1170,1401,2473,2196,1693,1432,1855,1537,1676,2417,2405,2388,1993,1919
"CLUG_01071T0",315,220,793,825,863,962,806,812,429,411,761,903,232,169,1780,1867,362,276,491,779,352,341,942,878
"CLUG_01072T0",278,184,60,45,596,560,111,91,274,338,104,74,521,384,85,131,335,281,46,70,353,367,39,56
"CLUG_01073T0",864,528,775,752,1460,1735,1754,1042,805,1365,721,1093,1429,1378,2399,1849,1589,1477,480,941,1593,1606,1547,1532
"CLUG_01074T0",2144,1939,261,286,4182,3678,293,356,2186,2951,413,407,3637,3192,473,460,3236,2881,1079,1106,2824,2992,453,606
"CLUG_01075T0",3737,2073,479,513,5902,6112,338,553,3257,4273,804,779,4432,4916,487,724,4632,4177,2423,2328,4432,4154,2159,2008
"CLUG_01076T0",1544,1039,203,191,2807,2702,248,217,1438,1870,336,308,3672,3229,216,312,2904,2317,522,732,3151,2392,418,388
"CLUG_01077T0",5793,3692,1145,1584,6367,6983,2601,2026,4625,5774,2044,2559,15435,17131,706,546,11141,10557,3566,5929,16745,16417,4337,4543
"CLUG_01078T0",7756,6844,1959,2489,8086,8898,1236,1354,6280,6883,2188,2380,8639,7528,723,756,7994,7357,5237,5358,10710,9468,2075,1734
"CLUG_01079T0",1130,841,188,202,1740,1827,248,305,1007,1285,129,191,1958,1705,323,398,1708,1454,246,235,1867,1677,174,125
"CLUG_01080T0",764,561,78,111,1333,1352,274,171,898,872,123,155,1267,990,189,260,1069,895,80,140,1163,1107,138,93
