Geneid	Chr	Start	End	Strand	Length	L1B.r1	L1B.r2	L1B_benomyl.r1	L1B_benomyl.r2	L4C.r1	L4C.r2	L4C_benomyl.r1	L4C_benomyl.r2	U10D.r1	U10D.r2	U10D_benomyl.r1	U10D_benomyl.r2	U3B.r1	U3B.r2	U3B_benomyl.r1	U3B_benomyl.r2	U3E.r1	U3E.r2	U3E_benomyl.r1	U3E_benomyl.r2	U5C.r1	U5C.r2	U5C_benomyl.r1	U5C_benomyl.r2
CLUG_00620	Supercontig_1.1	1244059	1246911	+	2853	475	356	1634	1540	1188	142	3116	2898	489	881	1271	1904	749	622	5111	4764	902	768	716	143	472	341	2013	3453
CLUG_00621	Supercontig_1.1	1246978	1248546	-	1569	3261	2576	496	797	4430	627	857	993	3211	3579	585	1048	3719	2835	1180	1082	3426	2960	1588	380	2130	1523	1190	1699
CLUG_00622	Supercontig_1.1	1248665	1250113	-	1449	291	193	31	22	879	111	12	22	400	532	8	13	477	409	14	108	591	402	15	5	269	191	9	17
CLUG_00623	Supercontig_1.1	1250034	1251356	-	1323	139	90	69	79	668	82	6	22	187	395	15	16	258	262	14	523	373	250	37	2	173	112	5	12
CLUG_00624	Supercontig_1.1	1252362	1252700	-	339	950	915	305	366	844	110	213	155	810	978	223	296	859	1028	99	240	860	1129	420	51	568	414	136	213
CLUG_00625	Supercontig_1.1	1254147	1254665	+	519	1387	1031	802	851	1804	239	1971	1723	1083	1343	765	967	1565	1471	5266	4266	1439	1498	949	168	816	657	904	1921
CLUG_00626	Supercontig_1.1	1257117	1257599	-	483	26	11	9	7	24	6	7	5	19	20	5	14	28	39	4	16	32	55	11	1	17	16	5	7
CLUG_00627	Supercontig_1.1	1258270	1259160	+	891	292	259	45	47	1148	136	23	32	401	700	56	50	698	527	51	34	595	479	20	0	417	264	11	12
CLUG_00628	Supercontig_1.1	1258593	1259186	+	594	31	48	4	4	118	10	10	9	46	51	0	5	67	41	1	8	66	51	1	1	37	17	0	1
CLUG_00629	Supercontig_1.1	1259925	1260650	-	726	652	475	56	73	952	132	92	90	586	680	140	105	949	744	41	30	747	644	278	43	498	321	101	94
CLUG_00630	Supercontig_1.1	1260935	1262446	-	1512	2379	1819	107	143	4131	601	146	198	2688	3320	232	158	2799	2660	70	92	3014	2744	241	50	1663	1357	40	56
CLUG_00631	Supercontig_1.1	1263621	1264625	+	1005	7460	4258	698	942	9566	1257	1688	1547	5947	6669	1239	1268	3813	3536	270	221	5034	5086	2577	364	2648	2200	337	343
CLUG_00632	Supercontig_1.1	1265461	1267035	+	1575	895	621	138	180	1299	217	184	180	826	1068	268	309	1620	1803	165	172	1313	1365	670	116	816	565	534	900
CLUG_00633	Supercontig_1.1	1267681	1268106	+	426	2791	1167	1267	1476	2723	561	2333	1019	2193	1921	1660	1710	2983	2189	928	775	2103	2048	2364	326	1650	1314	872	1078
CLUG_00634	Supercontig_1.1	1268831	1270042	+	1212	292	193	248	271	434	56	709	344	251	305	231	306	440	343	661	553	390	360	147	39	247	166	267	372
CLUG_00635	Supercontig_1.1	1270250	1271614	-	1365	3715	2534	3263	3699	5756	823	1815	1302	4570	4805	6256	7281	4763	4155	1930	1438	4337	4262	3656	657	2154	1650	854	1063
CLUG_00636	Supercontig_1.1	1272517	1273014	+	498	311	197	61	83	465	73	187	112	246	331	102	128	849	994	135	110	524	567	120	30	350	257	143	263
CLUG_00637	Supercontig_1.1	1273534	1274358	+	825	649	505	80	105	1154	122	110	143	577	904	124	159	932	804	58	47	831	854	400	49	321	251	46	85
CLUG_00638	Supercontig_1.1	1274750	1275529	-	780	168	127	18	25	347	46	19	127	230	284	33	29	248	234	30	33	324	238	24	5	159	130	14	18
CLUG_00639	Supercontig_1.1	1276120	1276872	+	753	827	637	190	320	1259	164	340	341	626	903	365	425	2704	3785	593	423	1507	1722	791	235	1001	873	928	1599
CLUG_00640	Supercontig_1.1	1276194	1276862	-	669	57	0	38	35	5	0	0	11	1	2	7	4	4	143	23	61	2	85	38	2	1	3	6	7
CLUG_00641	Supercontig_1.1	1276968	1277747	+	780	74	46	24	28	74	15	30	62	65	70	15	24	160	132	47	22	122	102	33	4	93	74	12	23
CLUG_00642	Supercontig_1.1	1278885	1280288	-	1404	61	4	73	116	6	0	35	50	3	5	23	27	6	264	89	151	10	207	154	3	4	2	19	55
CLUG_00643	Supercontig_1.1	1278918	1280222	+	1305	1833	3379	933	1492	6719	417	1710	2548	1830	5171	1781	3592	5862	12459	2453	1228	6682	8149	3990	1262	3354	2742	4425	10962
CLUG_00644	Supercontig_1.1	1280602	1281867	-	1266	1531	1569	113	176	4943	323	172	163	1505	2501	160	144	1918	2075	110	124	2210	2319	210	30	1164	756	70	67
CLUG_00645	Supercontig_1.1	1282311	1283621	-	1311	644	644	55	66	1371	182	57	80	820	1150	85	77	944	1056	76	65	1135	1211	92	21	536	415	36	27
CLUG_00646	Supercontig_1.1	1285238	1286719	+	1482	766	848	39	61	993	119	108	97	588	738	72	60	761	927	27	28	937	1281	82	9	510	387	17	12
CLUG_00647	Supercontig_1.1	1288374	1288886	+	513	40	26	40	30	98	9	52	56	32	65	37	49	147	34	33	46	359	220	39	9	99	46	25	36
CLUG_00648	Supercontig_1.1	1291261	1292169	+	909	463	746	15	26	771	70	51	63	484	713	19	41	300	374	11	22	499	492	14	3	236	205	4	10
CLUG_00649	Supercontig_1.1	1292380	1294875	-	2496	1564	1243	155	176	2660	348	285	225	1478	1898	230	229	1999	1802	241	231	2266	1818	366	86	977	672	183	270
CLUG_00650	Supercontig_1.1	1295629	1297794	-	2166	2936	2740	541	539	4850	609	716	653	3272	4114	594	647	4512	4253	866	779	4331	4069	962	175	2494	1853	445	710
CLUG_00651	Supercontig_1.1	1299047	1300852	-	1806	1023	899	112	136	1842	247	110	200	936	1353	105	146	1197	1118	335	448	1358	1336	98	23	699	450	159	219
CLUG_00652	Supercontig_1.1	1302573	1302917	-	345	830	847	101	133	3384	261	358	244	761	1308	220	221	2396	2052	231	201	1637	1566	307	71	805	668	126	222
CLUG_00653	Supercontig_1.1	1303501	1304265	-	765	1180	668	177	202	2288	267	443	385	1250	1476	245	212	1572	1452	393	382	1694	1693	506	110	801	684	329	577
CLUG_00654	Supercontig_1.1	1304831	1308979	-	4149	1485	1097	263	323	4455	507	314	572	2046	2806	382	445	1772	2127	665	981	2315	2289	752	117	1136	919	524	774
CLUG_00655	Supercontig_1.1	1309627	1311225	+	1599	1457	1257	324	393	2906	388	297	319	1677	2147	430	619	2252	1563	381	350	2177	1632	383	129	1024	712	212	347
CLUG_00656	Supercontig_1.1	1311871	1312836	+	966	1611	1243	797	1023	2631	393	1276	1321	1645	2232	1595	2286	2311	2707	732	686	2335	2355	1670	355	1294	1106	1799	2950
CLUG_00657	Supercontig_1.1	1313920	1314606	+	687	1231	837	1169	1591	1800	233	2205	1948	1265	1385	1882	2296	1719	1458	1272	1313	1767	1943	1896	362	719	571	794	1159
CLUG_00658	Supercontig_1.1	1315093	1316790	+	1698	1011	706	410	528	1605	227	795	739	951	997	542	794	1313	1041	1321	1177	1108	976	683	169	675	429	321	712
CLUG_00659	Supercontig_1.1	1317430	1322463	+	5034	3154	2495	1613	2671	4804	953	3944	6925	3434	5047	2749	5763	4924	6147	2250	2479	5701	4996	3919	937	3373	2835	10098	15546
CLUG_00660	Supercontig_1.1	1322558	1323085	-	528	144	102	61	67	266	38	171	124	134	183	50	97	195	157	135	147	202	153	57	16	121	59	82	101
CLUG_00661	Supercontig_1.1	1323268	1324644	-	1377	309	274	171	154	741	92	300	363	374	480	213	281	481	405	383	402	505	387	158	32	285	165	264	301
CLUG_00662	Supercontig_1.1	1324960	1325853	-	894	112	111	97	98	368	29	61	194	146	207	125	162	213	170	199	291	215	202	97	14	102	65	110	123
CLUG_00663	Supercontig_1.1	1325940	1326782	-	843	303	158	323	413	600	95	889	761	336	503	331	543	602	507	823	656	596	513	331	96	270	192	503	827
CLUG_00664	Supercontig_1.1	1326958	1328430	+	1473	290	191	39	56	628	107	21	93	337	392	46	65	382	311	11	64	468	344	45	16	239	153	38	55
CLUG_00665	Supercontig_1.1	1328768	1329607	+	840	373	234	34	45	578	101	73	89	336	418	50	57	315	355	8	33	458	426	54	19	257	173	28	28
CLUG_00666	Supercontig_1.1	1330040	1333306	+	3267	5951	5072	1971	2424	8595	1247	2756	3173	6991	7548	4068	6238	10837	11668	1520	1500	9828	9535	6208	1407	6037	4723	5913	8080
CLUG_00667	Supercontig_1.1	1334679	1336937	+	2259	4617	3510	1064	1410	6492	1028	1733	1739	4801	5269	1064	1386	4569	3842	774	1167	4865	4219	3348	713	2890	1993	1940	3438
CLUG_00668	Supercontig_1.1	1337061	1338461	-	1401	331	298	935	1102	899	116	2858	3633	568	577	1101	1884	953	735	1647	1602	855	740	2429	619	381	289	2562	3768
CLUG_00669	Supercontig_1.1	1339979	1340779	+	801	3524	3368	637	707	6789	1031	1231	854	3063	3593	708	811	2270	1606	187	162	2621	2372	470	103	1018	649	212	303
CLUG_00670	Supercontig_1.1	1341468	1342256	+	789	1099	982	360	435	1731	249	494	475	1100	1390	718	955	1963	1726	244	192	1791	1454	1262	321	852	647	941	1808
CLUG_00671	Supercontig_1.1	1342427	1343086	-	660	863	647	316	402	1378	208	640	626	897	1224	638	975	1818	1834	195	196	1433	1243	874	224	945	710	864	1552
CLUG_00672	Supercontig_1.1	1343305	1344429	+	1125	246	190	39	30	507	62	58	45	260	350	80	76	517	340	48	51	390	309	135	30	255	140	177	150
CLUG_00673	Supercontig_1.1	1344505	1345641	-	1137	2622	6708	187	228	7254	464	297	351	3167	6418	301	328	4706	5361	84	97	4734	4506	200	55	1759	1453	50	79
CLUG_00674	Supercontig_1.1	1346338	1350303	-	3966	1220	1249	93	128	4109	472	122	175	1559	2684	166	134	2700	2347	80	121	2985	2125	110	41	1250	869	38	31
CLUG_00675	Supercontig_1.1	1351508	1352323	-	816	65	71	25	38	297	23	34	79	141	225	40	69	242	223	49	46	227	175	74	28	84	67	30	46
CLUG_00676	Supercontig_1.1	1353615	1355636	+	2022	463	294	495	760	1344	132	861	1429	1593	1413	1222	2481	3105	5195	1853	1398	2177	3139	2417	770	670	764	1296	3433
CLUG_00677	Supercontig_1.1	1356673	1358325	+	1653	318	252	157	199	738	75	311	424	335	468	199	503	377	333	1046	820	499	375	94	34	226	172	197	325
CLUG_00678	Supercontig_1.1	1358374	1359954	-	1581	187	214	110	110	387	47	117	165	226	352	111	156	75	105	323	446	173	244	146	30	46	55	83	99
CLUG_00679	Supercontig_1.1	1360248	1361483	+	1236	41	45	96	86	61	7	102	200	36	62	98	225	15	25	822	618	32	34	36	6	17	5	72	148
CLUG_00680	Supercontig_1.1	1363608	1367228	-	3621	2058	2033	253	304	4499	577	242	414	2452	3389	332	459	2865	2615	349	453	3295	2635	434	96	1825	1168	264	283
CLUG_00681	Supercontig_1.1	1367994	1369022	-	1029	525	262	319	456	958	124	761	996	603	805	695	1161	936	654	352	390	1017	711	645	173	513	321	2595	3688
CLUG_00682	Supercontig_1.1	1369493	1370665	-	1173	1125	763	95	154	1641	193	150	177	916	1175	177	154	1186	1294	89	130	1126	1122	361	66	566	372	89	131
CLUG_00683	Supercontig_1.1	1370861	1371133	-	273	2259	1782	193	219	1804	312	315	224	2112	2235	257	244	1813	1064	205	147	1657	1132	134	32	980	741	116	123
CLUG_00684	Supercontig_1.1	1371239	1371598	-	360	2461	2002	213	260	2343	374	322	331	2258	2760	270	293	2145	1547	165	206	2066	1600	190	45	1286	991	129	179
CLUG_00685	Supercontig_1.1	1372246	1372995	+	750	531	404	63	81	836	84	93	143	548	787	75	111	319	321	98	131	452	477	104	28	271	235	61	75
CLUG_00686	Supercontig_1.1	1374503	1376419	-	1917	2394	2200	302	322	3654	473	205	263	3039	3903	318	328	2281	2594	275	389	2715	3486	106	32	1574	1727	159	242
CLUG_00687	Supercontig_1.1	1379210	1381069	+	1860	488	350	541	433	1370	196	1098	804	575	917	610	761	1576	1923	2176	1625	978	957	304	88	580	511	453	569
CLUG_00688	Supercontig_1.1	1382554	1383354	+	801	1166	582	28	61	3188	300	46	47	869	1357	53	40	1147	930	26	20	1156	981	18	10	633	520	8	11
CLUG_00689	Supercontig_1.1	1384616	1386028	+	1413	2982	2953	579	733	5561	646	839	780	3295	4382	1523	1767	5580	4880	505	469	4423	3952	2359	441	2560	1761	2066	3842
CLUG_00690	Supercontig_1.1	1386839	1387828	-	990	2941	2196	400	526	5452	734	798	610	2944	3900	676	642	5500	6418	1186	877	4109	3918	959	243	2186	1671	689	1184
CLUG_00691	Supercontig_1.1	1387994	1388989	-	996	3505	2888	377	437	9941	1126	498	751	4092	6031	643	615	3792	3044	545	449	4334	3731	465	75	1828	1389	225	363
CLUG_00692	Supercontig_1.1	1390054	1390545	-	492	139	76	66	67	315	35	22	140	74	166	78	108	135	149	205	221	128	159	40	13	53	38	65	129
CLUG_00693	Supercontig_1.1	1391079	1392428	+	1350	295	163	236	253	252	44	58	89	169	201	112	83	169	219	54	183	202	349	69	6	134	89	29	52
CLUG_00694	Supercontig_1.1	1391163	1392476	-	1314	614	761	110	115	1591	131	49	143	675	1311	78	95	588	668	217	310	898	915	76	21	328	311	109	172
CLUG_00695	Supercontig_1.1	1393392	1393541	-	150	5731	5578	2411	2989	9670	1311	3342	2394	4696	5880	2283	2849	7126	4354	798	570	5469	4289	2930	783	3834	2546	2904	3540
CLUG_00696	Supercontig_1.1	1394725	1396950	-	2226	70	49	841	702	135	18	1634	1866	65	95	752	1117	8	32	4885	4758	66	87	239	34	28	23	722	1517
CLUG_00697	Supercontig_1.1	1397565	1399679	-	2115	3378	1743	714	700	4393	628	626	1335	4334	4578	737	919	1959	1611	2651	3538	3530	4157	291	46	1043	925	543	1112
CLUG_00698	Supercontig_1.1	1400629	1400772	-	144	1115	859	1645	2188	1996	283	4913	4450	1257	1759	1938	3488	2837	1941	6177	3998	2242	1605	2196	630	1132	871	3030	5371
CLUG_00699	Supercontig_1.1	1401150	1401665	-	516	85	3	3158	3963	6	0	7199	8124	7	6	3393	6437	5	77	10210	8017	18	109	3006	629	1	4	5044	8118
CLUG_00700	Supercontig_1.1	1402734	1404968	-	2235	6319	2765	22699	28101	7847	1649	31601	45068	10774	6220	29484	42107	11971	9420	43719	40241	5876	5259	50514	12136	4704	3752	54064	72516
CLUG_00701	Supercontig_1.1	1405064	1405744	+	681	0	0	17	41	1	0	18	3	1	1	8	19	2	0	5	145	0	0	19	2	0	0	9	13
CLUG_00702	Supercontig_1.1	1406206	1407792	-	1587	5348	1618	2718	4304	6337	1476	4793	6689	18073	8570	4743	6475	12407	7396	3521	4710	9251	8543	5443	1509	8219	5835	1993	3858
CLUG_00703	Supercontig_1.1	1408714	1409214	-	501	301	199	103	163	564	100	279	227	467	474	223	408	580	429	43	27	574	366	212	79	327	235	402	596
CLUG_00704	Supercontig_1.1	1409630	1410673	-	1044	698	331	84	127	1419	183	214	114	688	912	237	359	1569	1542	112	63	1298	1134	762	144	654	452	251	349
CLUG_00705	Supercontig_1.1	1411189	1415490	+	4302	1237	1137	86	123	3049	418	98	127	1749	2355	103	117	1731	1470	63	74	1987	1427	109	21	1007	687	41	67
CLUG_00706	Supercontig_1.1	1415689	1416501	+	813	1395	968	156	236	2203	289	239	236	1231	1658	268	289	1212	1380	107	88	1358	1746	395	86	612	460	80	190
CLUG_00707	Supercontig_1.1	1416802	1417326	+	525	1513	1099	374	466	2215	304	550	476	1374	1538	491	474	1941	1466	326	343	1578	1478	972	179	1077	629	457	501
CLUG_00708	Supercontig_1.1	1418214	1420061	+	1848	886	721	79	137	1444	168	142	133	924	1156	122	122	843	595	88	154	970	851	138	34	528	371	48	77
CLUG_00709	Supercontig_1.1	1420089	1426001	-	5913	1473	1078	219	249	2946	433	389	729	1825	2174	384	504	2578	2459	261	233	2781	2060	863	204	1406	1094	725	970
CLUG_00710	Supercontig_1.1	1426505	1428232	-	1728	1770	1418	66	112	2375	391	162	140	1862	1908	125	110	1942	1512	108	89	2038	1609	177	28	1362	847	95	75
CLUG_00711	Supercontig_1.1	1429442	1430485	-	1044	863	781	78	124	1849	214	138	174	903	1348	171	173	1549	1386	41	61	1509	1306	238	47	682	499	74	95
CLUG_00712	Supercontig_1.1	1430723	1432387	-	1665	1052	700	28	74	1710	273	114	65	1208	1361	96	63	1028	765	89	47	1294	1051	30	11	615	400	30	22
CLUG_00713	Supercontig_1.1	1432584	1434932	-	2349	208	226	23	45	702	58	34	73	208	417	26	38	502	394	67	34	461	358	12	5	203	140	14	20
CLUG_00714	Supercontig_1.1	1435124	1435501	+	378	279	227	21	14	373	54	40	39	233	297	54	20	360	299	15	38	335	333	47	5	166	123	15	20
CLUG_00715	Supercontig_1.1	1435897	1437996	+	2100	1675	1386	138	126	2491	337	212	150	2414	2791	204	195	1285	854	241	174	2215	1981	86	23	884	682	56	107
CLUG_00716	Supercontig_1.1	1438132	1438818	+	687	202	166	14	21	303	40	37	33	192	246	30	29	407	269	17	15	292	217	40	12	152	118	23	14
CLUG_00717	Supercontig_1.1	1439207	1439695	+	489	371	249	21	41	697	119	25	45	461	527	48	58	577	500	15	19	526	478	17	4	273	253	10	11
CLUG_00718	Supercontig_1.1	1439759	1440247	-	489	716	466	152	219	1015	120	217	157	697	805	255	294	889	774	105	73	937	888	663	121	491	311	264	295
CLUG_00719	Supercontig_1.1	1441016	1443469	+	2454	678	664	56	70	1190	169	44	129	770	1128	74	105	949	800	61	65	1268	896	83	25	786	597	39	44
CLUG_00720	Supercontig_1.1	1444695	1446203	-	1509	841	751	80	140	1165	149	55	70	898	1148	166	138	1239	1011	124	77	1078	781	333	73	662	480	445	432
CLUG_00721	Supercontig_1.1	1447890	1450655	-	2766	503	362	47	85	1291	169	88	115	612	973	106	116	855	649	84	109	992	773	124	35	485	302	173	206
CLUG_00722	Supercontig_1.1	1450720	1452261	+	1542	455	309	85	105	1028	121	138	249	485	756	156	203	911	749	76	79	885	736	237	79	466	309	362	500
CLUG_00723	Supercontig_1.1	1454202	1455884	+	1683	6810	5482	1930	2667	8925	1357	2812	2876	10012	10277	4705	7256	8173	5613	1388	1196	7445	6626	3371	970	3300	2687	2210	3362
CLUG_00724	Supercontig_1.1	1455931	1457718	-	1788	875	633	265	386	1780	236	666	749	892	1397	407	669	1970	1847	560	477	1812	1512	924	280	861	609	842	1351
CLUG_00725	Supercontig_1.1	1457936	1458958	+	1023	124	106	21	31	291	38	46	54	166	236	18	52	293	232	60	37	316	170	15	5	160	90	22	26
CLUG_00726	Supercontig_1.1	1458959	1460980	-	2022	532	380	51	65	982	157	92	73	466	669	81	78	844	811	58	65	925	687	78	11	479	302	73	77
CLUG_00727	Supercontig_1.1	1461257	1462780	-	1524	1058	591	191	180	2268	414	171	197	1291	1400	220	190	2055	1776	154	129	2464	1869	51	18	1337	936	103	75
CLUG_00728	Supercontig_1.1	1464042	1464959	+	918	495	493	180	239	881	151	362	304	477	726	360	464	2918	3659	403	355	1659	1556	684	258	1108	842	581	1075
CLUG_00729	Supercontig_1.1	1465775	1468708	+	2934	2129	1998	286	418	3712	721	453	494	2849	2945	393	435	2042	1283	187	181	2796	2226	181	37	1458	1132	76	139
CLUG_00730	Supercontig_1.1	1468805	1470508	-	1704	929	771	89	81	1984	243	134	139	1023	1435	117	145	1617	1285	27	79	1406	1210	223	67	774	507	166	230
CLUG_00731	Supercontig_1.1	1470858	1472465	+	1608	848	645	79	107	1964	259	208	179	1075	1449	143	169	1781	1342	113	144	1756	1239	213	66	813	552	154	199
CLUG_00732	Supercontig_1.1	1473662	1474645	+	984	179	152	10	9	897	88	8	11	312	424	34	16	393	288	9	9	449	283	27	7	190	105	2	0
CLUG_00733	Supercontig_1.1	1475135	1477852	+	2718	1257	920	40	76	3277	394	82	89	1339	1951	86	99	1937	1845	44	39	2054	1518	116	30	914	567	21	29
CLUG_00734	Supercontig_1.1	1478389	1480803	+	2415	864	552	295	387	2255	284	687	693	1831	1758	790	1126	3830	6798	347	262	2611	3350	1115	342	811	874	388	936
CLUG_00735	Supercontig_1.1	1481012	1482547	-	1536	8405	6944	1893	2543	14274	1929	2970	3170	8397	10500	3987	5386	14381	10809	1361	1501	11831	9643	6346	1204	5839	3924	2403	3147
CLUG_00736	Supercontig_1.1	1482752	1484899	-	2148	325	244	89	125	716	97	84	248	380	505	84	151	360	233	243	198	442	337	140	48	200	125	274	133
CLUG_00737	Supercontig_1.1	1485269	1486492	-	1224	910	821	93	142	1461	202	150	170	1021	1311	119	191	1052	745	199	215	1001	668	364	87	513	320	390	320
CLUG_00738	Supercontig_1.1	1487175	1488200	-	1026	1091	673	278	308	1401	166	216	244	978	1205	230	274	765	654	198	357	834	1233	626	77	443	356	387	231
CLUG_00739	Supercontig_1.1	1489155	1490150	+	996	1099	893	102	122	1686	260	134	129	1091	1292	141	118	1252	1299	63	91	1265	1347	165	26	680	536	42	38
CLUG_00740	Supercontig_1.1	1491264	1492814	+	1551	2718	3495	156	236	5623	546	143	184	3645	4992	139	140	4159	2778	211	177	3778	2576	455	42	1851	1316	101	152
CLUG_00741	Supercontig_1.1	1492878	1494314	-	1437	26659	26190	3169	3365	30635	3552	2307	2073	26152	28832	3570	3169	23955	17697	1822	2204	23090	16346	14209	2626	11749	8488	9515	6092
CLUG_00742	Supercontig_1.1	1495097	1496146	+	1050	2425	2154	148	200	4348	477	210	241	2621	3420	246	252	3575	3287	95	103	3329	3056	307	54	1635	1207	90	89
CLUG_00743	Supercontig_1.1	1496396	1500409	+	4014	562	258	31	45	1375	188	24	75	655	895	47	68	1156	1332	131	137	1209	861	181	37	638	399	54	42
CLUG_00744	Supercontig_1.1	1500231	1503071	+	2841	1405	515	69	91	2050	296	184	207	1207	1534	109	125	1936	2302	331	241	2080	1570	595	100	983	772	139	170
CLUG_00745	Supercontig_1.1	1503196	1504611	+	1416	223	194	45	35	645	77	57	52	242	394	46	48	733	569	21	47	673	454	122	44	352	221	86	121
CLUG_00746	Supercontig_1.1	1504629	1505810	-	1182	311	182	194	240	557	97	657	505	311	384	164	292	501	294	441	365	416	323	383	91	246	156	365	494
CLUG_00747	Supercontig_1.1	1505851	1506354	+	504	248	125	79	91	406	61	183	163	238	253	108	146	343	259	23	55	277	243	128	26	197	122	242	258
CLUG_00748	Supercontig_1.1	1506415	1507368	-	954	326	225	96	129	885	112	166	208	331	594	124	134	651	645	147	197	758	598	185	44	413	299	101	225
CLUG_00749	Supercontig_1.1	1508536	1509549	-	1014	2835	2019	313	393	4316	584	389	307	2523	3374	678	793	2413	2155	197	264	3352	2696	1262	244	1320	878	257	295
CLUG_00750	Supercontig_1.1	1509859	1511286	-	1428	903	1079	1178	1312	1501	190	284	225	697	952	514	360	1071	868	147	227	1075	884	1509	285	567	394	137	162
CLUG_00751	Supercontig_1.1	1511697	1512371	-	675	1314	749	244	334	1324	190	347	318	804	898	339	416	2630	2749	235	244	1956	2070	633	121	627	498	363	912
CLUG_00752	Supercontig_1.1	1513245	1514045	-	801	1224	751	92	122	1368	218	236	248	964	1097	98	171	1052	768	359	272	1002	934	145	28	713	461	77	127
CLUG_00753	Supercontig_1.1	1515170	1516171	-	1002	1089	784	575	711	2494	294	901	977	1372	1929	1237	1790	2143	2201	741	609	1972	1881	2254	506	1109	883	1365	2531
CLUG_00754	Supercontig_1.1	1517500	1518465	+	966	1598	1548	1426	1847	2164	322	2251	1572	1950	2063	1773	2164	2761	2139	1324	1028	2164	1798	1358	333	1219	976	1627	2077
CLUG_00755	Supercontig_1.1	1518553	1519878	-	1326	2715	2478	158	211	3279	585	269	228	3596	3743	198	244	2541	1848	237	260	3011	2649	575	116	1597	1358	250	448
CLUG_00756	Supercontig_1.1	1520610	1522844	+	2235	1014	951	138	177	2106	297	246	321	1268	1660	244	330	1983	1417	141	129	2124	1444	358	110	917	609	445	528
CLUG_00757	Supercontig_1.1	1525175	1527172	+	1998	21877	22008	3948	4925	41992	4732	5393	6056	24933	33035	5873	7546	22085	21174	3545	4953	25243	19647	16230	2792	12913	9289	11886	5597
CLUG_00758	Supercontig_1.1	1528013	1530877	-	2865	5185	4175	311	424	8180	1059	438	683	5145	6047	499	407	5548	4160	465	547	5563	4692	196	60	3481	2161	86	139
CLUG_00759	Supercontig_1.1	1531513	1533870	+	2358	1350	1120	509	483	2633	304	1513	1247	1445	1980	460	591	2322	2108	1586	1495	1908	1723	672	118	1044	751	1340	807
CLUG_00760	Supercontig_1.1	1533917	1538386	-	4470	266	140	22	44	933	92	43	132	250	416	27	73	769	922	136	174	651	551	13	7	352	248	27	42
CLUG_00761	Supercontig_1.1	1539066	1540625	+	1560	3115	2105	1274	2220	4600	773	3954	5001	2873	4431	2678	5454	6928	7435	2117	1661	6213	5747	3141	781	3738	2895	7108	12651
CLUG_00762	Supercontig_1.1	1543049	1544809	+	1761	5860	2951	134	236	17615	3778	493	456	11646	15884	416	293	3444	3981	191	169	9724	18330	99	26	4207	4760	52	45
CLUG_00763	Supercontig_1.1	1545377	1546693	-	1317	38	15	67	76	19	32	290	518	80	19	82	180	31	0	195	143	17	59	60	13	53	51	68	89
CLUG_00764	Supercontig_1.1	1549128	1549880	-	753	1052	809	231	296	1500	198	259	185	810	1008	609	697	1462	1337	99	135	1261	1155	1059	167	728	483	616	900
CLUG_00765	Supercontig_1.1	1551174	1552193	-	1020	561	369	39	51	972	150	62	51	515	628	81	54	771	720	19	25	771	629	113	22	439	309	34	47
CLUG_00766	Supercontig_1.1	1552524	1554536	-	2013	767	300	28	41	1524	241	55	46	861	1069	90	38	1589	1372	24	24	1606	1180	175	36	691	437	115	104
CLUG_00767	Supercontig_1.1	1554728	1556476	-	1749	572	255	18	26	1183	165	43	41	663	862	53	18	1267	1071	14	18	1056	709	79	15	572	387	14	14
CLUG_00768	Supercontig_1.1	1556593	1559007	-	2415	403	328	9	25	544	85	33	15	405	477	16	14	323	369	7	4	238	220	62	9	152	147	9	7
CLUG_00769	Supercontig_1.1	1559424	1561463	-	2040	1056	858	47	69	3479	383	102	104	1491	2279	89	56	2585	2135	21	35	2701	1826	32	15	1341	955	24	34
CLUG_00770	Supercontig_1.1	1562811	1563431	-	621	579	332	18	21	1124	136	38	28	490	691	26	31	690	529	15	12	713	623	2	2	400	305	5	9
CLUG_00771	Supercontig_1.1	1564013	1566007	-	1995	1250	764	93	94	1693	268	219	335	968	1305	123	138	927	904	399	344	931	772	173	23	543	490	476	527
CLUG_00772	Supercontig_1.1	1566766	1567242	-	477	5811	5980	3628	3840	6721	1222	7787	6519	5579	5234	4744	5345	6504	3813	1181	1127	6691	4937	4215	698	3690	2741	3872	2790
CLUG_00773	Supercontig_1.1	1568181	1571549	+	3369	29	31	25	32	64	5	45	78	33	55	23	24	34	20	5	17	31	25	295	39	15	10	56	43
CLUG_00774	Supercontig_1.1	1571625	1572614	+	990	318	287	71	103	609	73	169	169	292	402	101	187	486	425	75	70	440	387	408	99	237	141	347	452
CLUG_00775	Supercontig_1.1	1572773	1574203	+	1431	599	488	53	54	1139	140	102	137	492	770	66	70	863	731	21	24	828	717	121	25	425	300	41	61
CLUG_00776	Supercontig_1.1	1574672	1576606	+	1935	1603	1613	133	175	2507	300	96	161	1822	2187	201	211	2698	2075	57	91	2408	1647	423	116	1580	1200	233	326
CLUG_00777	Supercontig_1.1	1576612	1577184	-	573	548	464	394	487	1026	129	508	692	542	647	668	968	1004	795	719	706	868	684	750	166	527	330	725	859
CLUG_00778	Supercontig_1.1	1576655	1577110	+	456	28	10	16	26	14	3	2	13	9	8	11	11	7	16	4	42	4	18	44	7	2	2	13	28
CLUG_00779	Supercontig_1.1	1577994	1580237	-	2244	3418	2542	363	591	6784	872	738	934	3374	4760	740	1257	6959	6839	910	1172	6824	5844	1144	238	3356	2136	367	559
