# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U5C_benomyl.r2.gsnap_reads.tab" "-F" "GTF" "aln/U5C_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U5C_benomyl.r2.gsnap.bam
CLUG_01121	Supercontig_1.1	2258795	2261224	-	2430	1121
CLUG_01122	Supercontig_1.1	2262708	2263694	+	987	1011
CLUG_01123	Supercontig_1.1	2265494	2267830	+	2337	2497
CLUG_01124	Supercontig_1.1	2268674	2270503	+	1830	12128
CLUG_01125	Supercontig_1.1	2270671	2271660	-	990	6669
CLUG_01126	Supercontig_1.1	2272107	2272652	+	546	3235
CLUG_01127	Supercontig_1.1	2273296	2274972	+	1677	13001
CLUG_01128	Supercontig_1.1	2275126	2276094	+	969	5327
CLUG_01129	Supercontig_1.1	2276178	2276705	-	528	1209
CLUG_01130	Supercontig_1.1	2276844	2277365	-	522	19744
CLUG_01131	Supercontig_1.1	2276850	2277308	+	459	19139
CLUG_01132	Supercontig_1.1	2277781	2279640	+	1860	2129
CLUG_01133	Supercontig_1.1	2279786	2281663	-	1878	884
CLUG_01134	Supercontig_1.1	2282164	2283405	+	1242	161
CLUG_01135	Supercontig_1.1	2283484	2284440	-	957	1582
CLUG_01136	Supercontig_1.1	2285284	2287335	+	2052	454
CLUG_01137	Supercontig_1.1	2287760	2288596	-	837	882
CLUG_01138	Supercontig_1.1	2288502	2288888	-	387	625
CLUG_01139	Supercontig_1.1	2289463	2291124	-	1662	68723
CLUG_01140	Supercontig_1.1	2291735	2292511	+	777	1322
CLUG_01141	Supercontig_1.1	2292801	2293790	+	990	820
CLUG_01142	Supercontig_1.1	2294098	2296422	+	2325	1485
CLUG_01143	Supercontig_1.1	2296486	2298135	-	1650	1091
CLUG_01144	Supercontig_1.1	2299395	2300531	-	1137	2236
CLUG_01145	Supercontig_1.1	2301109	2301849	-	741	361
CLUG_01146	Supercontig_1.1	2302159	2302512	+	354	64
CLUG_01147	Supercontig_1.1	2303112	2304557	+	1446	821
CLUG_01148	Supercontig_1.1	2304707	2305615	-	909	225
CLUG_01149	Supercontig_1.1	2306633	2308348	+	1716	131
CLUG_01150	Supercontig_1.1	2309153	2310823	+	1671	646
CLUG_01151	Supercontig_1.1	2311887	2312378	-	492	1245
CLUG_01152	Supercontig_1.1	2312986	2313954	+	969	1757
CLUG_01153	Supercontig_1.1	2314550	2315956	-	1407	5814
CLUG_01154	Supercontig_1.1	2316234	2317079	+	846	624
CLUG_01155	Supercontig_1.1	2317788	2319128	+	1341	7524
CLUG_01156	Supercontig_1.1	2319589	2321193	+	1605	6702
CLUG_01157	Supercontig_1.1	2321529	2322008	-	480	262
CLUG_01158	Supercontig_1.1	2322041	2322667	-	627	416
CLUG_01159	Supercontig_1.1	2323691	2326156	-	2466	462
CLUG_01160	Supercontig_1.1	2326542	2327009	+	468	100
CLUG_01161	Supercontig_1.1	2327360	2328496	+	1137	106
CLUG_01162	Supercontig_1.1	2328566	2329237	+	672	135
CLUG_01163	Supercontig_1.1	2329325	2330551	-	1227	9899
CLUG_01164	Supercontig_1.1	2331054	2332463	+	1410	8867
CLUG_01165	Supercontig_1.1	2333072	2334724	-	1653	9560
CLUG_01166	Supercontig_1.1	2335992	2337035	+	1044	547
CLUG_01167	Supercontig_1.1	2337416	2337886	-	471	24193
CLUG_01168	Supercontig_1.1	2339445	2340188	-	744	1249
CLUG_01169	Supercontig_1.1	2340845	2341963	+	1119	10266
CLUG_01170	Supercontig_1.1	2342231	2343358	-	1128	290
CLUG_01171	Supercontig_1.1	2343619	2344362	-	744	161
CLUG_01172	Supercontig_1.1	2344634	2345404	-	771	521
CLUG_01173	Supercontig_1.1	2346736	2348487	-	1752	255
CLUG_01174	Supercontig_1.1	2348920	2350866	-	1947	153
CLUG_01175	Supercontig_1.1	2352336	2353571	-	1236	240
CLUG_01176	Supercontig_1.1	2354377	2354829	+	453	191
CLUG_01177	Supercontig_1.1	2356191	2356868	+	678	4137
CLUG_01178	Supercontig_1.1	2358443	2360038	-	1596	196
CLUG_01179	Supercontig_1.1	2361424	2363010	-	1587	24
CLUG_01180	Supercontig_1.1	2363705	2365138	+	1434	7
CLUG_01181	Supercontig_1.1	2365873	2368407	+	2535	36
CLUG_01182	Supercontig_1.1	2369286	2370515	+	1230	37
CLUG_01183	Supercontig_1.1	2371519	2372112	+	594	106
CLUG_01184	Supercontig_1.1	2372159	2372521	-	363	355
CLUG_01185	Supercontig_1.1	2372821	2375217	+	2397	94
CLUG_01186	Supercontig_1.1	2377793	2378872	-	1080	151
CLUG_01187	Supercontig_1.1	2380408	2381760	-	1353	230
CLUG_01188	Supercontig_1.1	2381573	2382229	-	657	99
CLUG_01189	Supercontig_1.1	2382994	2383740	-	747	2320
CLUG_01190	Supercontig_1.1	2384248	2384724	+	477	38
CLUG_01191	Supercontig_1.1	2385536	2386843	+	1308	120
CLUG_01192	Supercontig_1.1	2387157	2388254	-	1098	168
CLUG_01193	Supercontig_1.1	2388482	2389969	+	1488	198
CLUG_01194	Supercontig_1.1	2390164	2391003	-	840	4482
CLUG_01195	Supercontig_1.1	2391600	2392484	+	885	249
CLUG_01196	Supercontig_1.1	2391642	2392550	-	909	248
CLUG_01197	Supercontig_1.1	2393289	2399783	-	6495	12684
CLUG_01198	Supercontig_1.1	2394976	2395935	+	960	285
CLUG_01199	Supercontig_1.1	2395104	2395907	+	804	0
CLUG_01200	Supercontig_1.1	2404448	2406016	+	1569	94
CLUG_01201	Supercontig_1.1	2406288	2407745	+	1458	20
CLUG_01202	Supercontig_1.1	2407951	2409309	+	1359	20
CLUG_01203	Supercontig_1.1	2409360	2410019	+	660	29
CLUG_01204	Supercontig_1.1	2412351	2413046	+	696	5
CLUG_01205	Supercontig_1.1	2413913	2415598	+	1686	13
CLUG_01206	Supercontig_1.1	2415969	2417987	+	2019	14
CLUG_01207	Supercontig_1.1	2418345	2419931	-	1587	0
CLUG_01208	Supercontig_1.1	2420383	2422014	+	1632	0
CLUG_01209	Supercontig_1.1	2422705	2423553	-	849	0
CLUG_01210	Supercontig_1.2	602	1402	-	801	5
CLUG_01211	Supercontig_1.2	3191	4540	-	1350	16
CLUG_01212	Supercontig_1.2	5965	6720	-	756	52
CLUG_01213	Supercontig_1.2	6852	8243	-	1392	26
CLUG_01214	Supercontig_1.2	9127	10989	+	1863	222
CLUG_01215	Supercontig_1.2	12278	15061	+	2784	107
CLUG_01216	Supercontig_1.2	15116	16087	-	972	620
CLUG_01217	Supercontig_1.2	17014	17973	-	960	288
CLUG_01218	Supercontig_1.2	18538	19467	+	930	46
CLUG_01219	Supercontig_1.2	19639	21141	+	1503	997
CLUG_01220	Supercontig_1.2	22030	24324	-	2295	219
CLUG_01221	Supercontig_1.2	24988	26136	-	1149	36
CLUG_01222	Supercontig_1.2	26222	26815	-	594	22
CLUG_01223	Supercontig_1.2	27166	28095	+	930	109
CLUG_01224	Supercontig_1.2	28367	30604	+	2238	391
CLUG_01225	Supercontig_1.2	31780	32742	-	963	1379
CLUG_01226	Supercontig_1.2	34133	35476	+	1344	19904
CLUG_01227	Supercontig_1.2	35710	37314	+	1605	487
CLUG_01228	Supercontig_1.2	37409	38194	+	786	469
CLUG_01229	Supercontig_1.2	38248	38847	-	600	453
CLUG_01230	Supercontig_1.2	39348	40955	-	1608	830
CLUG_01231	Supercontig_1.2	41045	41554	-	510	134
CLUG_01232	Supercontig_1.2	42250	42774	-	525	6132
CLUG_01233	Supercontig_1.2	43533	44393	-	861	3313
CLUG_01234	Supercontig_1.2;Supercontig_1.2	45408;46189	46144;46225	-;-	774	1193
CLUG_01235	Supercontig_1.2	47283	49280	+	1998	1416
CLUG_01236	Supercontig_1.2	50266	50742	+	477	5973
CLUG_01237	Supercontig_1.2	53624	54823	-	1200	3816
CLUG_01238	Supercontig_1.2	55051	57480	-	2430	266
CLUG_01239	Supercontig_1.2	58870	59847	-	978	1665
CLUG_01240	Supercontig_1.2	60312	61127	+	816	1456
CLUG_01241	Supercontig_1.2	61307	64426	+	3120	12671
CLUG_01242	Supercontig_1.2	64562	64780	-	219	424
CLUG_01243	Supercontig_1.2	65264	65902	+	639	813
CLUG_01244	Supercontig_1.2	65955	68045	-	2091	743
CLUG_01245	Supercontig_1.2	68449	69162	-	714	218
CLUG_01246	Supercontig_1.2	69392	70390	+	999	455
CLUG_01247	Supercontig_1.2	70753	73116	+	2364	1884
CLUG_01248	Supercontig_1.2	73672	77025	+	3354	1552
CLUG_01249	Supercontig_1.2	77113	78819	-	1707	648
CLUG_01250	Supercontig_1.2	78674	80308	-	1635	716
CLUG_01251	Supercontig_1.2	80629	81756	-	1128	719
CLUG_01252	Supercontig_1.2	81849	82919	-	1071	709
CLUG_01253	Supercontig_1.2	83094	84305	-	1212	1179
CLUG_01254	Supercontig_1.2	84776	86542	+	1767	974
CLUG_01255	Supercontig_1.2	86647	89667	-	3021	1803
CLUG_01256	Supercontig_1.2	90333	91820	-	1488	419
CLUG_01257	Supercontig_1.2	93030	94844	-	1815	513
CLUG_01258	Supercontig_1.2	95205	96290	+	1086	399
CLUG_01259	Supercontig_1.2	96674	97681	+	1008	412
CLUG_01260	Supercontig_1.2	98396	100021	+	1626	1237
CLUG_01261	Supercontig_1.2	100569	102977	-	2409	250
CLUG_01262	Supercontig_1.2	104654	106222	-	1569	58
CLUG_01263	Supercontig_1.2	106450	107721	-	1272	84
CLUG_01264	Supercontig_1.2	108763	112110	-	3348	137
CLUG_01265	Supercontig_1.2	112974	116711	+	3738	286
CLUG_01266	Supercontig_1.2	116727	118214	-	1488	106
CLUG_01267	Supercontig_1.2	118699	119268	+	570	831
CLUG_01268	Supercontig_1.2	119312	121021	-	1710	233
CLUG_01269	Supercontig_1.2	121307	124285	-	2979	252
CLUG_01270	Supercontig_1.2	124781	125101	+	321	410
CLUG_01271	Supercontig_1.2	125210	126751	-	1542	48087
CLUG_01272	Supercontig_1.2	127002	128249	-	1248	587
CLUG_01273	Supercontig_1.2	130366	131007	-	642	104
CLUG_01274	Supercontig_1.2	132568	134130	+	1563	518
CLUG_01275	Supercontig_1.2	134512	136167	-	1656	1004
CLUG_01276	Supercontig_1.2	136579	137946	-	1368	854
CLUG_01277	Supercontig_1.2	138657	140225	+	1569	415
CLUG_01278	Supercontig_1.2	140365	141696	+	1332	1142
CLUG_01279	Supercontig_1.2	142077	142886	+	810	2724
CLUG_01280	Supercontig_1.2	142945	143511	-	567	2365
CLUG_01281	Supercontig_1.2	144266	145288	-	1023	32465
CLUG_01282	Supercontig_1.2	145649	146257	+	609	2317
CLUG_01283	Supercontig_1.2	146618	147358	-	741	31
CLUG_01284	Supercontig_1.2	147914	150208	+	2295	46
CLUG_01285	Supercontig_1.2	150466	151041	-	576	29
CLUG_01286	Supercontig_1.2	151197	151622	+	426	1745
CLUG_01287	Supercontig_1.2	152042	153130	+	1089	1060
CLUG_01288	Supercontig_1.2	153277	153933	+	657	241
CLUG_01289	Supercontig_1.2	153943	154758	-	816	362
CLUG_01290	Supercontig_1.2	154899	155771	-	873	1030
CLUG_01291	Supercontig_1.2	156603	158462	-	1860	397
CLUG_01292	Supercontig_1.2	158804	159625	-	822	291
CLUG_01293	Supercontig_1.2	159753	162443	-	2691	339
CLUG_01294	Supercontig_1.2	162635	164440	-	1806	281
CLUG_01295	Supercontig_1.2	164529	165617	-	1089	174
CLUG_01296	Supercontig_1.2	165607	166437	-	831	204
CLUG_01297	Supercontig_1.2	167528	169399	+	1872	1592
CLUG_01298	Supercontig_1.2	170261	171754	+	1494	1492
CLUG_01299	Supercontig_1.2	171843	173447	-	1605	607
CLUG_01300	Supercontig_1.2	174443	177817	-	3375	1469
CLUG_01301	Supercontig_1.2	178678	180369	-	1692	260
CLUG_01302	Supercontig_1.2	181352	182566	+	1215	114
CLUG_01303	Supercontig_1.2	182606	183544	-	939	451
CLUG_01304	Supercontig_1.2	184051	184980	-	930	454
CLUG_01305	Supercontig_1.2	185219	188326	-	3108	692
CLUG_01306	Supercontig_1.2	188779	189933	+	1155	103
CLUG_01307	Supercontig_1.2	190332	191522	+	1191	102
CLUG_01308	Supercontig_1.2	192151	194574	+	2424	404
CLUG_01309	Supercontig_1.2	194835	195533	+	699	661
CLUG_01310	Supercontig_1.2	195935	197482	-	1548	511
CLUG_01311	Supercontig_1.2	198654	199718	-	1065	564
CLUG_01312	Supercontig_1.2	200081	200842	-	762	70
CLUG_01313	Supercontig_1.2	201088	201519	+	432	393
CLUG_01314	Supercontig_1.2	201638	202330	-	693	2673
CLUG_01315	Supercontig_1.2	203115	203936	-	822	2227
CLUG_01316	Supercontig_1.2	204637	206970	-	2334	7523
CLUG_01317	Supercontig_1.2	207387	208223	-	837	30775
CLUG_01318	Supercontig_1.2	208845	210401	+	1557	7518
CLUG_01319	Supercontig_1.2	211276	221010	+	9735	2475
CLUG_01320	Supercontig_1.2	221141	221482	-	342	5534
CLUG_01321	Supercontig_1.2	222667	226041	+	3375	682
CLUG_01322	Supercontig_1.2	226086	227297	+	1212	275
CLUG_01323	Supercontig_1.2	227309	228703	-	1395	1433
CLUG_01324	Supercontig_1.2	228976	229623	+	648	1599
CLUG_01325	Supercontig_1.2	230131	231201	+	1071	3635
CLUG_01326	Supercontig_1.2	231284	231547	-	264	3071
CLUG_01327	Supercontig_1.2	232387	233829	+	1443	4033
CLUG_01328	Supercontig_1.2	233938	234909	+	972	1632
CLUG_01329	Supercontig_1.2	235223	239476	-	4254	302
CLUG_01330	Supercontig_1.2	239513	241003	-	1491	64
CLUG_01331	Supercontig_1.2	241907	243490	-	1584	857
CLUG_01332	Supercontig_1.2	244165	247893	+	3729	379
CLUG_01333	Supercontig_1.2	248184	250184	-	2001	180
CLUG_01334	Supercontig_1.2	250977	252290	-	1314	222
CLUG_01335	Supercontig_1.2	252687	253592	+	906	3
CLUG_01336	Supercontig_1.2	253898	256705	+	2808	36
CLUG_01337	Supercontig_1.2	257139	260006	+	2868	157
CLUG_01338	Supercontig_1.2	262386	265070	+	2685	37343
CLUG_01339	Supercontig_1.2	266600	268723	+	2124	128
CLUG_01340	Supercontig_1.2	268951	271380	+	2430	156
CLUG_01341	Supercontig_1.2	271738	273123	+	1386	270
CLUG_01342	Supercontig_1.2	273239	273757	-	519	1463
CLUG_01343	Supercontig_1.2	274398	275747	+	1350	167
CLUG_01344	Supercontig_1.2	276098	278365	+	2268	515
CLUG_01345	Supercontig_1.2	279218	280639	+	1422	66
CLUG_01346	Supercontig_1.2	279359	280150	-	792	59
CLUG_01347	Supercontig_1.2	279969	280457	+	489	0
CLUG_01348	Supercontig_1.2	281005	283713	-	2709	725
CLUG_01349	Supercontig_1.2	284748	287051	+	2304	10173
CLUG_01350	Supercontig_1.2	287111	289453	-	2343	543
CLUG_01351	Supercontig_1.2	289884	291299	+	1416	278
CLUG_01352	Supercontig_1.2	291378	292598	-	1221	171
CLUG_01353	Supercontig_1.2	294223	296409	+	2187	2355
CLUG_01354	Supercontig_1.2	296657	297124	+	468	390
CLUG_01355	Supercontig_1.2	297564	297983	+	420	358
CLUG_01356	Supercontig_1.2	298411	299769	-	1359	725
CLUG_01357	Supercontig_1.2	298595	299059	+	465	280
CLUG_01358	Supercontig_1.2	301034	302299	-	1266	781
CLUG_01359	Supercontig_1.2	303797	305896	+	2100	634
CLUG_01360	Supercontig_1.2	306467	307486	+	1020	4230
CLUG_01361	Supercontig_1.2	307580	307933	+	354	633
CLUG_01362	Supercontig_1.2	308430	311180	+	2751	10533
CLUG_01363	Supercontig_1.2	311475	312080	+	606	540
CLUG_01364	Supercontig_1.2	312460	314136	+	1677	1194
CLUG_01365	Supercontig_1.2	314288	315322	+	1035	985
CLUG_01366	Supercontig_1.2	316040	316990	-	951	2304
CLUG_01367	Supercontig_1.2	317413	319842	-	2430	1336
CLUG_01368	Supercontig_1.2	320781	321143	+	363	2528
CLUG_01369	Supercontig_1.2	321806	322774	+	969	1104
CLUG_01370	Supercontig_1.2	322835	324154	-	1320	344
CLUG_01371	Supercontig_1.2	324253	329331	-	5079	1398
CLUG_01372	Supercontig_1.2	329396	330097	-	702	1310
CLUG_01373	Supercontig_1.2	330931	332178	-	1248	916
CLUG_01374	Supercontig_1.2	333053	335905	-	2853	250
CLUG_01375	Supercontig_1.2	337996	338613	+	618	722
CLUG_01376	Supercontig_1.2	338814	339299	+	486	80
CLUG_01377	Supercontig_1.2	339398	340309	-	912	862
CLUG_01378	Supercontig_1.2	340116	341000	-	885	693
CLUG_01379	Supercontig_1.2	341234	342157	-	924	494
CLUG_01380	Supercontig_1.2	342655	343158	-	504	287
CLUG_01381	Supercontig_1.2	343349	345322	-	1974	685
CLUG_01382	Supercontig_1.2	347072	349894	+	2823	222
CLUG_01383	Supercontig_1.2	350656	352761	-	2106	8502
CLUG_01384	Supercontig_1.2	353981	355123	-	1143	77
CLUG_01385	Supercontig_1.2	355465	356811	-	1347	212
CLUG_01386	Supercontig_1.2	357894	358907	+	1014	317
CLUG_01387	Supercontig_1.2	359020	361533	-	2514	2345
CLUG_01388	Supercontig_1.2	361691	364534	-	2844	756
CLUG_01389	Supercontig_1.2	364609	366417	-	1809	184
CLUG_01390	Supercontig_1.2	365728	366255	+	528	71
CLUG_01391	Supercontig_1.2	366287	368293	-	2007	157
CLUG_01392	Supercontig_1.2	369410	370408	+	999	973
CLUG_01393	Supercontig_1.2	371585	372583	+	999	8386
CLUG_01394	Supercontig_1.2	374375	376888	+	2514	8386
CLUG_01395	Supercontig_1.2	377161	381249	-	4089	359
CLUG_01396	Supercontig_1.2	382471	383040	-	570	131
CLUG_01397	Supercontig_1.2	384347	385153	+	807	308
CLUG_01398	Supercontig_1.2	386280	387416	+	1137	2183
CLUG_01399	Supercontig_1.2	388420	389208	+	789	5540
CLUG_01400	Supercontig_1.2	390531	392468	+	1938	340139
CLUG_01401	Supercontig_1.2	393669	394145	+	477	192
CLUG_01402	Supercontig_1.2	394198	396225	+	2028	4303
CLUG_01403	Supercontig_1.2	396514	397830	+	1317	1523
CLUG_01404	Supercontig_1.2	398065	399234	+	1170	2102
CLUG_01405	Supercontig_1.2	399493	399903	-	411	1555
CLUG_01406	Supercontig_1.2	400425	400736	+	312	5275
CLUG_01407	Supercontig_1.2	401005	401739	-	735	561
CLUG_01408	Supercontig_1.2	402249	403001	+	753	747
CLUG_01409	Supercontig_1.2	404697	406046	+	1350	149969
CLUG_01410	Supercontig_1.2	406434	407318	-	885	144
CLUG_01411	Supercontig_1.2	409109	410758	+	1650	677
CLUG_01412	Supercontig_1.2	411613	413073	+	1461	356
CLUG_01413	Supercontig_1.2	413399	414298	-	900	856
CLUG_01414	Supercontig_1.2	415257	417185	-	1929	900
CLUG_01415	Supercontig_1.2	417934	419409	-	1476	392
CLUG_01416	Supercontig_1.2	420056	420340	-	285	88
CLUG_01417	Supercontig_1.2	420529	423348	+	2820	520
CLUG_01418	Supercontig_1.2	423424	424782	-	1359	483
CLUG_01419	Supercontig_1.2	425103	427253	+	2151	4997
CLUG_01420	Supercontig_1.2	427785	428729	-	945	2798
CLUG_01421	Supercontig_1.2	428040	429080	+	1041	2007
CLUG_01422	Supercontig_1.2	428929	429525	+	597	999
CLUG_01423	Supercontig_1.2	431851	432744	+	894	5271
CLUG_01424	Supercontig_1.2	433851	434714	+	864	632
CLUG_01425	Supercontig_1.2	435453	436205	+	753	937
CLUG_01426	Supercontig_1.2	437629	437931	-	303	279
CLUG_01427	Supercontig_1.2	439486	441126	+	1641	546
CLUG_01428	Supercontig_1.2	441882	442505	+	624	298
CLUG_01429	Supercontig_1.2	442402	443151	+	750	206
CLUG_01430	Supercontig_1.2	442905	443375	+	471	163
CLUG_01431	Supercontig_1.2	446629	447075	-	447	2126
CLUG_01432	Supercontig_1.2	447271	450126	-	2856	775
CLUG_01433	Supercontig_1.2	450906	452417	-	1512	569
CLUG_01434	Supercontig_1.2	453851	458023	+	4173	1213
CLUG_01435	Supercontig_1.2	459171	461840	-	2670	148
CLUG_01436	Supercontig_1.2	462992	464458	-	1467	215
CLUG_01437	Supercontig_1.2	465095	466723	+	1629	166
CLUG_01438	Supercontig_1.2	466843	467148	-	306	966
CLUG_01439	Supercontig_1.2	467845	473910	+	6066	1802
CLUG_01440	Supercontig_1.2	474149	475630	-	1482	126698
CLUG_01441	Supercontig_1.2	476573	478543	+	1971	9189
CLUG_01442	Supercontig_1.2	479243	481612	-	2370	82
CLUG_01443	Supercontig_1.2	484192	485862	+	1671	116
CLUG_01444	Supercontig_1.2	486718	488595	-	1878	262
CLUG_01445	Supercontig_1.2	489041	489907	-	867	879
CLUG_01446	Supercontig_1.2	490463	491893	+	1431	109
CLUG_01447	Supercontig_1.2	492703	493836	+	1134	55
CLUG_01448	Supercontig_1.2	493879	494628	-	750	22
CLUG_01449	Supercontig_1.2	495697	497649	+	1953	52
CLUG_01450	Supercontig_1.2	497930	499432	-	1503	974
CLUG_01451	Supercontig_1.2	499935	502406	-	2472	30785
CLUG_01452	Supercontig_1.2	503044	507303	-	4260	6708
CLUG_01453	Supercontig_1.2	507887	509305	+	1419	3656
CLUG_01454	Supercontig_1.2	509666	510517	-	852	431
CLUG_01455	Supercontig_1.2	511433	511849	+	417	21302
CLUG_01456	Supercontig_1.2	512158	512850	-	693	685
CLUG_01457	Supercontig_1.2	512290	512856	+	567	521
CLUG_01458	Supercontig_1.2	513329	514399	-	1071	526
CLUG_01459	Supercontig_1.2	515022	517316	-	2295	620
CLUG_01460	Supercontig_1.2	517951	518862	+	912	2264
CLUG_01461	Supercontig_1.2	519787	521889	+	2103	778
CLUG_01462	Supercontig_1.2	523759	527661	+	3903	919
CLUG_01463	Supercontig_1.2	527763	531251	-	3489	346
CLUG_01464	Supercontig_1.2	532678	533283	-	606	30
CLUG_01465	Supercontig_1.2	534056	534661	-	606	491
CLUG_01466	Supercontig_1.2	534728	535960	-	1233	176
CLUG_01467	Supercontig_1.2	536858	537310	+	453	2367
CLUG_01468	Supercontig_1.2	537561	538199	-	639	1421
CLUG_01469	Supercontig_1.2	537787	538590	+	804	1802
CLUG_01470	Supercontig_1.2	538423	539565	-	1143	2191
CLUG_01471	Supercontig_1.2	540037	540996	-	960	322
CLUG_01472	Supercontig_1.2	541278	542510	-	1233	320
CLUG_01473	Supercontig_1.2	543000	543695	-	696	2860
CLUG_01474	Supercontig_1.2	544462	545520	+	1059	110
CLUG_01475	Supercontig_1.2	546554	547228	+	675	6701
CLUG_01476	Supercontig_1.2	547613	548578	+	966	255
CLUG_01477	Supercontig_1.2	548686	551133	-	2448	456
CLUG_01478	Supercontig_1.2	551378	552148	-	771	864
CLUG_01479	Supercontig_1.2	552759	553955	-	1197	2875
CLUG_01480	Supercontig_1.2	554605	556089	-	1485	3596
CLUG_01481	Supercontig_1.2	558948	559127	-	180	2234
CLUG_01482	Supercontig_1.2	559455	561689	+	2235	1116
CLUG_01483	Supercontig_1.2	562691	563245	+	555	434
CLUG_01484	Supercontig_1.2	563916	565055	+	1140	90
CLUG_01485	Supercontig_1.2	565428	566024	+	597	523
CLUG_01486	Supercontig_1.2	567033	568289	+	1257	868
CLUG_01487	Supercontig_1.2	568463	568615	-	153	2621
CLUG_01488	Supercontig_1.2	569959	570948	-	990	1947
CLUG_01489	Supercontig_1.2	572465	573070	+	606	161
CLUG_01490	Supercontig_1.2	573072	573917	-	846	333
CLUG_01491	Supercontig_1.2	574140	575270	-	1131	5863
CLUG_01492	Supercontig_1.2	576098	577936	+	1839	309
CLUG_01493	Supercontig_1.2	578506	580767	+	2262	689
CLUG_01494	Supercontig_1.2	580991	582793	-	1803	141
CLUG_01495	Supercontig_1.2	583614	584924	-	1311	6604
CLUG_01496	Supercontig_1.2	585977	587044	+	1068	11
CLUG_01497	Supercontig_1.2	587100	588935	-	1836	129
CLUG_01498	Supercontig_1.2	590055	592370	-	2316	508
CLUG_01499	Supercontig_1.2	592442	595819	-	3378	218
CLUG_01500	Supercontig_1.2	596183	596920	-	738	998
CLUG_01501	Supercontig_1.2	597167	599860	-	2694	699156
CLUG_01502	Supercontig_1.2	600859	602220	-	1362	1571
CLUG_01503	Supercontig_1.2	602662	603801	-	1140	571
CLUG_01504	Supercontig_1.2	604545	606293	+	1749	503
CLUG_01505	Supercontig_1.2	606678	608783	+	2106	1095
CLUG_01506	Supercontig_1.2	608903	609301	-	399	352
CLUG_01507	Supercontig_1.2	609653	611674	-	2022	82
CLUG_01508	Supercontig_1.2	612575	614179	+	1605	2847
CLUG_01509	Supercontig_1.2	614466	618959	+	4494	6633
CLUG_01510	Supercontig_1.2	619152	619655	-	504	207
CLUG_01511	Supercontig_1.2	619914	620579	-	666	112
CLUG_01512	Supercontig_1.2	621831	624365	+	2535	399
CLUG_01513	Supercontig_1.2	624443	625414	+	972	540
CLUG_01514	Supercontig_1.2	625520	625912	-	393	419
CLUG_01515	Supercontig_1.2	626262	627170	+	909	1029
CLUG_01516	Supercontig_1.2	627421	627789	+	369	459
CLUG_01517	Supercontig_1.2	627844	628812	-	969	397
CLUG_01518	Supercontig_1.2	629026	629769	-	744	513
CLUG_01519	Supercontig_1.2	630203	630436	-	234	1198
CLUG_01520	Supercontig_1.2	630869	632425	+	1557	8684
CLUG_01521	Supercontig_1.2	632772	634982	+	2211	598
CLUG_01522	Supercontig_1.2	635090	636274	+	1185	1091
CLUG_01523	Supercontig_1.2	636370	637236	-	867	1102
CLUG_01524	Supercontig_1.2	637396	638973	-	1578	279
CLUG_01525	Supercontig_1.2	639402	641309	-	1908	17935
CLUG_01526	Supercontig_1.2	642687	643763	+	1077	31
CLUG_01527	Supercontig_1.2	643879	646413	-	2535	127
CLUG_01528	Supercontig_1.2	647110	647601	-	492	12721
CLUG_01529	Supercontig_1.2	648413	649024	-	612	1553
CLUG_01530	Supercontig_1.2	649910	651013	+	1104	4088
CLUG_01531	Supercontig_1.2	651224	651757	-	534	965
CLUG_01532	Supercontig_1.2	652007	653077	-	1071	1858
CLUG_01533	Supercontig_1.2	653177	654772	-	1596	1689
CLUG_01534	Supercontig_1.2	655024	656253	+	1230	1259
CLUG_01535	Supercontig_1.2	656231	659044	-	2814	2181
CLUG_01536	Supercontig_1.2	659031	661136	-	2106	1148
CLUG_01537	Supercontig_1.2	661161	661976	-	816	8896
CLUG_01538	Supercontig_1.2	662981	664384	+	1404	1302
CLUG_01539	Supercontig_1.2	664591	664902	+	312	129188
CLUG_01540	Supercontig_1.2	665038	667560	-	2523	3951
CLUG_01541	Supercontig_1.2	668845	670074	-	1230	1384
CLUG_01542	Supercontig_1.2	670601	671611	-	1011	1073
CLUG_01543	Supercontig_1.2	671803	672546	+	744	1688
CLUG_01544	Supercontig_1.2	672755	673420	+	666	1747
CLUG_01545	Supercontig_1.2	673515	674297	-	783	2391
CLUG_01546	Supercontig_1.2	674886	676727	+	1842	2362
CLUG_01547	Supercontig_1.2	676776	677456	-	681	211
CLUG_01548	Supercontig_1.2	677729	680611	+	2883	3910
CLUG_01549	Supercontig_1.2	680640	681608	-	969	2514
CLUG_01550	Supercontig_1.2	682295	682984	-	690	3130
CLUG_01551	Supercontig_1.2	683203	683577	+	375	1753
CLUG_01552	Supercontig_1.2	683899	685455	+	1557	6743
CLUG_01553	Supercontig_1.2	685647	687218	+	1572	3642
CLUG_01554	Supercontig_1.2	687289	687966	-	678	85763
CLUG_01555	Supercontig_1.2	688403	689002	-	600	1952
CLUG_01556	Supercontig_1.2	689382	691607	-	2226	9525
CLUG_01557	Supercontig_1.2	692092	692610	+	519	4560
