# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "2" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U3B.r1.gsnap_frags.tab" "-F" "GTF" "-p" "aln/U3B.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U3B.r1.gsnap.bam
CLUG_01343	Supercontig_1.2	274398	275747	+	1350	976
CLUG_01344	Supercontig_1.2	276098	278365	+	2268	1191
CLUG_01345	Supercontig_1.2	279218	280639	+	1422	793
CLUG_01346	Supercontig_1.2	279359	280150	-	792	7
CLUG_01347	Supercontig_1.2	279969	280457	+	489	0
CLUG_01348	Supercontig_1.2	281005	283713	-	2709	2629
CLUG_01349	Supercontig_1.2	284748	287051	+	2304	10186
CLUG_01350	Supercontig_1.2	287111	289453	-	2343	2636
CLUG_01351	Supercontig_1.2	289884	291299	+	1416	3203
CLUG_01352	Supercontig_1.2	291378	292598	-	1221	1963
CLUG_01353	Supercontig_1.2	294223	296409	+	2187	12500
CLUG_01354	Supercontig_1.2	296657	297124	+	468	657
CLUG_01355	Supercontig_1.2	297564	297983	+	420	815
CLUG_01356	Supercontig_1.2	298411	299769	-	1359	6212
CLUG_01357	Supercontig_1.2	298595	299059	+	465	2
CLUG_01358	Supercontig_1.2	301034	302299	-	1266	1032
CLUG_01359	Supercontig_1.2	303797	305896	+	2100	2361
CLUG_01360	Supercontig_1.2	306467	307486	+	1020	1062
CLUG_01361	Supercontig_1.2	307580	307933	+	354	850
CLUG_01362	Supercontig_1.2	308430	311180	+	2751	3279
CLUG_01363	Supercontig_1.2	311475	312080	+	606	1452
CLUG_01364	Supercontig_1.2	312460	314136	+	1677	2996
CLUG_01365	Supercontig_1.2	314288	315322	+	1035	2128
CLUG_01366	Supercontig_1.2	316040	316990	-	951	897
CLUG_01367	Supercontig_1.2	317413	319842	-	2430	1501
CLUG_01368	Supercontig_1.2	320781	321143	+	363	11827
CLUG_01369	Supercontig_1.2	321806	322774	+	969	512
CLUG_01370	Supercontig_1.2	322835	324154	-	1320	707
CLUG_01371	Supercontig_1.2	324253	329331	-	5079	2903
CLUG_01372	Supercontig_1.2	329396	330097	-	702	1512
CLUG_01373	Supercontig_1.2	330931	332178	-	1248	1047
CLUG_01374	Supercontig_1.2	333053	335905	-	2853	2885
CLUG_01375	Supercontig_1.2	337996	338613	+	618	781
CLUG_01376	Supercontig_1.2	338814	339299	+	486	629
CLUG_01377	Supercontig_1.2	339398	340309	-	912	1033
CLUG_01378	Supercontig_1.2	340116	341000	-	885	896
CLUG_01379	Supercontig_1.2	341234	342157	-	924	460
CLUG_01380	Supercontig_1.2	342655	343158	-	504	2032
CLUG_01381	Supercontig_1.2	343349	345322	-	1974	5437
CLUG_01382	Supercontig_1.2	347072	349894	+	2823	549
CLUG_01383	Supercontig_1.2	350656	352761	-	2106	9347
CLUG_01384	Supercontig_1.2	353981	355123	-	1143	259
CLUG_01385	Supercontig_1.2	355465	356811	-	1347	528
CLUG_01386	Supercontig_1.2	357894	358907	+	1014	576
CLUG_01387	Supercontig_1.2	359020	361533	-	2514	4273
CLUG_01388	Supercontig_1.2	361691	364534	-	2844	2137
CLUG_01389	Supercontig_1.2	364609	366417	-	1809	673
CLUG_01390	Supercontig_1.2	365728	366255	+	528	0
CLUG_01391	Supercontig_1.2	366287	368293	-	2007	530
CLUG_01392	Supercontig_1.2	369410	370408	+	999	13
CLUG_01393	Supercontig_1.2	371585	372583	+	999	1521
CLUG_01394	Supercontig_1.2	374375	376888	+	2514	1070
CLUG_01395	Supercontig_1.2	377161	381249	-	4089	3161
CLUG_01396	Supercontig_1.2	382471	383040	-	570	1724
CLUG_01397	Supercontig_1.2	384347	385153	+	807	693
CLUG_01398	Supercontig_1.2	386280	387416	+	1137	6185
CLUG_01399	Supercontig_1.2	388420	389208	+	789	4015
CLUG_01400	Supercontig_1.2	390531	392468	+	1938	106704
CLUG_01401	Supercontig_1.2	393669	394145	+	477	108
CLUG_01402	Supercontig_1.2	394198	396225	+	2028	11919
CLUG_01403	Supercontig_1.2	396514	397830	+	1317	291
CLUG_01404	Supercontig_1.2	398065	399234	+	1170	631
CLUG_01405	Supercontig_1.2	399493	399903	-	411	52908
CLUG_01406	Supercontig_1.2	400425	400736	+	312	39418
CLUG_01407	Supercontig_1.2	401005	401739	-	735	1396
CLUG_01408	Supercontig_1.2	402249	403001	+	753	6128
CLUG_01409	Supercontig_1.2	404697	406046	+	1350	23404
CLUG_01410	Supercontig_1.2	406434	407318	-	885	132
CLUG_01411	Supercontig_1.2	409109	410758	+	1650	1661
CLUG_01412	Supercontig_1.2	411613	413073	+	1461	233
CLUG_01413	Supercontig_1.2	413399	414298	-	900	2814
CLUG_01414	Supercontig_1.2	415257	417185	-	1929	987
CLUG_01415	Supercontig_1.2	417934	419409	-	1476	1040
CLUG_01416	Supercontig_1.2	420056	420340	-	285	527
CLUG_01417	Supercontig_1.2	420529	423348	+	2820	1363
CLUG_01418	Supercontig_1.2	423424	424782	-	1359	525
CLUG_01419	Supercontig_1.2	425103	427253	+	2151	1683
CLUG_01420	Supercontig_1.2	427785	428729	-	945	1522
CLUG_01421	Supercontig_1.2	428040	429080	+	1041	0
CLUG_01422	Supercontig_1.2	428929	429525	+	597	1825
CLUG_01423	Supercontig_1.2	431851	432744	+	894	774
CLUG_01424	Supercontig_1.2	433851	434714	+	864	474
CLUG_01425	Supercontig_1.2	435453	436205	+	753	2799
CLUG_01426	Supercontig_1.2	437629	437931	-	303	667
CLUG_01427	Supercontig_1.2	439486	441126	+	1641	1631
CLUG_01428	Supercontig_1.2	441882	442505	+	624	11471
CLUG_01429	Supercontig_1.2	442402	443151	+	750	9786
CLUG_01430	Supercontig_1.2	442905	443375	+	471	12464
CLUG_01431	Supercontig_1.2	446629	447075	-	447	4968
CLUG_01432	Supercontig_1.2	447271	450126	-	2856	2389
CLUG_01433	Supercontig_1.2	450906	452417	-	1512	519
CLUG_01434	Supercontig_1.2	453851	458023	+	4173	5402
CLUG_01435	Supercontig_1.2	459171	461840	-	2670	1009
CLUG_01436	Supercontig_1.2	462992	464458	-	1467	1029
CLUG_01437	Supercontig_1.2	465095	466723	+	1629	979
CLUG_01438	Supercontig_1.2	466843	467148	-	306	2461
CLUG_01439	Supercontig_1.2	467845	473910	+	6066	1361
CLUG_01440	Supercontig_1.2	474149	475630	-	1482	16030
CLUG_01441	Supercontig_1.2	476573	478543	+	1971	4917
CLUG_01442	Supercontig_1.2	479243	481612	-	2370	5789
CLUG_01443	Supercontig_1.2	484192	485862	+	1671	695
CLUG_01444	Supercontig_1.2	486718	488595	-	1878	462
CLUG_01445	Supercontig_1.2	489041	489907	-	867	1294
CLUG_01446	Supercontig_1.2	490463	491893	+	1431	2355
CLUG_01447	Supercontig_1.2	492703	493836	+	1134	688
CLUG_01448	Supercontig_1.2	493879	494628	-	750	491
CLUG_01449	Supercontig_1.2	495697	497649	+	1953	693
CLUG_01450	Supercontig_1.2	497930	499432	-	1503	2406
CLUG_01451	Supercontig_1.2	499935	502406	-	2472	1964
CLUG_01452	Supercontig_1.2	503044	507303	-	4260	814
CLUG_01453	Supercontig_1.2	507887	509305	+	1419	2868
CLUG_01454	Supercontig_1.2	509666	510517	-	852	1304
CLUG_01455	Supercontig_1.2	511433	511849	+	417	7304
CLUG_01456	Supercontig_1.2	512158	512850	-	693	3685
CLUG_01457	Supercontig_1.2	512290	512856	+	567	2
CLUG_01458	Supercontig_1.2	513329	514399	-	1071	829
CLUG_01459	Supercontig_1.2	515022	517316	-	2295	3050
CLUG_01460	Supercontig_1.2	517951	518862	+	912	2812
CLUG_01461	Supercontig_1.2	519787	521889	+	2103	7557
CLUG_01462	Supercontig_1.2	523759	527661	+	3903	12451
CLUG_01463	Supercontig_1.2	527763	531251	-	3489	3076
CLUG_01464	Supercontig_1.2	532678	533283	-	606	581
CLUG_01465	Supercontig_1.2	534056	534661	-	606	1263
CLUG_01466	Supercontig_1.2	534728	535960	-	1233	492
CLUG_01467	Supercontig_1.2	536858	537310	+	453	707
CLUG_01468	Supercontig_1.2	537561	538199	-	639	3362
CLUG_01469	Supercontig_1.2	537787	538590	+	804	2
CLUG_01470	Supercontig_1.2	538423	539565	-	1143	3190
CLUG_01471	Supercontig_1.2	540037	540996	-	960	1147
CLUG_01472	Supercontig_1.2	541278	542510	-	1233	893
CLUG_01473	Supercontig_1.2	543000	543695	-	696	4592
CLUG_01474	Supercontig_1.2	544462	545520	+	1059	1021
CLUG_01475	Supercontig_1.2	546554	547228	+	675	24835
CLUG_01476	Supercontig_1.2	547613	548578	+	966	786
CLUG_01477	Supercontig_1.2	548686	551133	-	2448	1814
CLUG_01478	Supercontig_1.2	551378	552148	-	771	5952
CLUG_01479	Supercontig_1.2	552759	553955	-	1197	21896
CLUG_01480	Supercontig_1.2	554605	556089	-	1485	12809
CLUG_01481	Supercontig_1.2	558948	559127	-	180	837
CLUG_01482	Supercontig_1.2	559455	561689	+	2235	1984
CLUG_01483	Supercontig_1.2	562691	563245	+	555	4129
CLUG_01484	Supercontig_1.2	563916	565055	+	1140	1109
CLUG_01485	Supercontig_1.2	565428	566024	+	597	4042
CLUG_01486	Supercontig_1.2	567033	568289	+	1257	7274
CLUG_01487	Supercontig_1.2	568463	568615	-	153	7997
CLUG_01488	Supercontig_1.2	569959	570948	-	990	14129
CLUG_01489	Supercontig_1.2	572465	573070	+	606	1025
CLUG_01490	Supercontig_1.2	573072	573917	-	846	1747
CLUG_01491	Supercontig_1.2	574140	575270	-	1131	7432
CLUG_01492	Supercontig_1.2	576098	577936	+	1839	3487
CLUG_01493	Supercontig_1.2	578506	580767	+	2262	3178
CLUG_01494	Supercontig_1.2	580991	582793	-	1803	5197
CLUG_01495	Supercontig_1.2	583614	584924	-	1311	8028
CLUG_01496	Supercontig_1.2	585977	587044	+	1068	1
CLUG_01497	Supercontig_1.2	587100	588935	-	1836	4550
CLUG_01498	Supercontig_1.2	590055	592370	-	2316	2985
CLUG_01499	Supercontig_1.2	592442	595819	-	3378	2351
CLUG_01500	Supercontig_1.2	596183	596920	-	738	1436
CLUG_01501	Supercontig_1.2	597167	599860	-	2694	67623
CLUG_01502	Supercontig_1.2	600859	602220	-	1362	2778
CLUG_01503	Supercontig_1.2	602662	603801	-	1140	400
CLUG_01504	Supercontig_1.2	604545	606293	+	1749	81
CLUG_01505	Supercontig_1.2	606678	608783	+	2106	739
CLUG_01506	Supercontig_1.2	608903	609301	-	399	888
CLUG_01507	Supercontig_1.2	609653	611674	-	2022	1620
CLUG_01508	Supercontig_1.2	612575	614179	+	1605	5705
CLUG_01509	Supercontig_1.2	614466	618959	+	4494	5062
CLUG_01510	Supercontig_1.2	619152	619655	-	504	687
CLUG_01511	Supercontig_1.2	619914	620579	-	666	517
CLUG_01512	Supercontig_1.2	621831	624365	+	2535	2537
CLUG_01513	Supercontig_1.2	624443	625414	+	972	1076
CLUG_01514	Supercontig_1.2	625520	625912	-	393	1109
CLUG_01515	Supercontig_1.2	626262	627170	+	909	3649
CLUG_01516	Supercontig_1.2	627421	627789	+	369	1600
CLUG_01517	Supercontig_1.2	627844	628812	-	969	1131
CLUG_01518	Supercontig_1.2	629026	629769	-	744	2895
CLUG_01519	Supercontig_1.2	630203	630436	-	234	1990
CLUG_01520	Supercontig_1.2	630869	632425	+	1557	2609
CLUG_01521	Supercontig_1.2	632772	634982	+	2211	1664
CLUG_01522	Supercontig_1.2	635090	636274	+	1185	1120
CLUG_01523	Supercontig_1.2	636370	637236	-	867	2606
CLUG_01524	Supercontig_1.2	637396	638973	-	1578	611
CLUG_01525	Supercontig_1.2	639402	641309	-	1908	6472
CLUG_01526	Supercontig_1.2	642687	643763	+	1077	897
CLUG_01527	Supercontig_1.2	643879	646413	-	2535	5020
CLUG_01528	Supercontig_1.2	647110	647601	-	492	17460
CLUG_01529	Supercontig_1.2	648413	649024	-	612	2473
CLUG_01530	Supercontig_1.2	649910	651013	+	1104	2568
CLUG_01531	Supercontig_1.2	651224	651757	-	534	1497
CLUG_01532	Supercontig_1.2	652007	653077	-	1071	921
CLUG_01533	Supercontig_1.2	653177	654772	-	1596	996
CLUG_01534	Supercontig_1.2	655024	656253	+	1230	595
CLUG_01535	Supercontig_1.2	656231	659044	-	2814	1770
CLUG_01536	Supercontig_1.2	659031	661136	-	2106	857
CLUG_01537	Supercontig_1.2	661161	661976	-	816	3572
CLUG_01538	Supercontig_1.2	662981	664384	+	1404	786
CLUG_01539	Supercontig_1.2	664591	664902	+	312	4588
CLUG_01540	Supercontig_1.2	665038	667560	-	2523	3668
CLUG_01541	Supercontig_1.2	668845	670074	-	1230	3104
CLUG_01542	Supercontig_1.2	670601	671611	-	1011	20
CLUG_01543	Supercontig_1.2	671803	672546	+	744	1282
CLUG_01544	Supercontig_1.2	672755	673420	+	666	1403
CLUG_01545	Supercontig_1.2	673515	674297	-	783	788
CLUG_01546	Supercontig_1.2	674886	676727	+	1842	1693
CLUG_01547	Supercontig_1.2	676776	677456	-	681	407
CLUG_01548	Supercontig_1.2	677729	680611	+	2883	1408
CLUG_01549	Supercontig_1.2	680640	681608	-	969	1342
CLUG_01550	Supercontig_1.2	682295	682984	-	690	1351
CLUG_01551	Supercontig_1.2	683203	683577	+	375	763
CLUG_01552	Supercontig_1.2	683899	685455	+	1557	4711
CLUG_01553	Supercontig_1.2	685647	687218	+	1572	2376
CLUG_01554	Supercontig_1.2	687289	687966	-	678	8265
CLUG_01555	Supercontig_1.2	688403	689002	-	600	1276
CLUG_01556	Supercontig_1.2	689382	691607	-	2226	1977
CLUG_01557	Supercontig_1.2	692092	692610	+	519	1154
CLUG_01558	Supercontig_1.2	692759	695296	-	2538	2919
CLUG_01559	Supercontig_1.2	696063	698375	+	2313	3532
CLUG_01560	Supercontig_1.2	698427	699884	+	1458	1672
CLUG_01561	Supercontig_1.2	699909	700889	-	981	902
CLUG_01562	Supercontig_1.2	701258	704476	-	3219	4462
CLUG_01563	Supercontig_1.2	704991	705227	+	237	1615
CLUG_01564	Supercontig_1.2	705335	706864	-	1530	1334
CLUG_01565	Supercontig_1.2	707413	709275	-	1863	86579
CLUG_01566	Supercontig_1.2	707824	709323	+	1500	11
CLUG_01567	Supercontig_1.2	710274	711539	+	1266	1807
CLUG_01568	Supercontig_1.2	711577	712914	-	1338	766
CLUG_01569	Supercontig_1.2	713247	714554	-	1308	1295
CLUG_01570	Supercontig_1.2	715543	715809	-	267	424
CLUG_01571	Supercontig_1.2	716329	723654	+	7326	2479
CLUG_01572	Supercontig_1.2	723740	726094	+	2355	2581
CLUG_01573	Supercontig_1.2	726236	726955	-	720	453
CLUG_01574	Supercontig_1.2	727785	728408	-	624	2581
CLUG_01575	Supercontig_1.2	730111	731019	-	909	4081
CLUG_01576	Supercontig_1.2	731788	734598	-	2811	4700
CLUG_01577	Supercontig_1.2	734702	735856	-	1155	481
CLUG_01578	Supercontig_1.2	734890	735648	-	759	0
CLUG_01579	Supercontig_1.2	736944	737468	+	525	4108
CLUG_01580	Supercontig_1.2	737482	738123	-	642	189
CLUG_01581	Supercontig_1.2	738197	738877	+	681	604
CLUG_01582	Supercontig_1.2	738903	740159	-	1257	5296
CLUG_01583	Supercontig_1.2	741318	742244	+	927	4326
CLUG_01584	Supercontig_1.2	742264	743598	-	1335	1046
CLUG_01585	Supercontig_1.2	744567	746396	+	1830	2513
CLUG_01586	Supercontig_1.2	746864	748075	-	1212	924
CLUG_01587	Supercontig_1.2	747819	748802	-	984	318
CLUG_01588	Supercontig_1.2	748771	749694	-	924	3038
CLUG_01589	Supercontig_1.2	749791	750471	-	681	226
CLUG_01590	Supercontig_1.2	750419	751057	-	639	292
CLUG_01591	Supercontig_1.2	751023	751487	-	465	158
CLUG_01592	Supercontig_1.2	751781	753058	+	1278	813
CLUG_01593	Supercontig_1.2	754358	756934	+	2577	21200
CLUG_01594	Supercontig_1.2	757979	760489	+	2511	6
CLUG_01595	Supercontig_1.2	760925	763081	+	2157	1289
CLUG_01596	Supercontig_1.2	763206	764147	+	942	3461
CLUG_01597	Supercontig_1.2	764244	765419	-	1176	3853
CLUG_01598	Supercontig_1.2	765878	766681	-	804	3645
CLUG_01599	Supercontig_1.2	767486	768214	+	729	1808
CLUG_01600	Supercontig_1.2	768285	768875	-	591	1550
CLUG_01601	Supercontig_1.2	769615	770178	+	564	2560
CLUG_01602	Supercontig_1.2	771003	771947	+	945	1348
CLUG_01603	Supercontig_1.2	772064	773140	+	1077	7187
CLUG_01604	Supercontig_1.2	773173	777729	-	4557	2151
CLUG_01605	Supercontig_1.2	778357	778893	-	537	708
CLUG_01606	Supercontig_1.2	779176	783342	-	4167	4832
CLUG_01607	Supercontig_1.2	784878	787922	+	3045	2262
CLUG_01608	Supercontig_1.2	788127	788975	+	849	5591
CLUG_01609	Supercontig_1.2	789384	789902	+	519	18717
CLUG_01610	Supercontig_1.2	791097	791441	-	345	170
CLUG_01611	Supercontig_1.2	791791	793062	+	1272	583
CLUG_01612	Supercontig_1.2	793120	794142	-	1023	2089
CLUG_01613	Supercontig_1.2	794938	796089	+	1152	1160
CLUG_01614	Supercontig_1.2	796211	796804	+	594	662
CLUG_01615	Supercontig_1.2	796943	798814	-	1872	3975
CLUG_01616	Supercontig_1.2	799677	800606	-	930	35805
CLUG_01617	Supercontig_1.2	801898	802587	+	690	1556
CLUG_01618	Supercontig_1.2	803801	806014	+	2214	5279
CLUG_01619	Supercontig_1.2;Supercontig_1.2	807472;808090	807922;809204	+;+	1566	11294
CLUG_01620	Supercontig_1.2	807472	808023	+	552	4
CLUG_01621	Supercontig_1.2	809394	809927	+	534	484
CLUG_01622	Supercontig_1.2	810196	811083	+	888	830
CLUG_01623	Supercontig_1.2	811896	812765	-	870	0
CLUG_01624	Supercontig_1.2	814123	815271	+	1149	1082
CLUG_01625	Supercontig_1.2	815395	818589	-	3195	5993
CLUG_01626	Supercontig_1.2	821553	822200	+	648	19042
CLUG_01627	Supercontig_1.2	822350	822757	-	408	195
CLUG_01628	Supercontig_1.2	824233	825423	+	1191	1165
CLUG_01629	Supercontig_1.2	826175	826717	-	543	288
CLUG_01630	Supercontig_1.2	827205	829391	+	2187	3783
CLUG_01631	Supercontig_1.2	829722	830201	+	480	1306
CLUG_01632	Supercontig_1.2	830318	831337	-	1020	688
CLUG_01633	Supercontig_1.2	831635	833329	-	1695	2668
CLUG_01634	Supercontig_1.2	833777	834298	-	522	28
CLUG_01635	Supercontig_1.2	834329	834958	+	630	1
CLUG_01636	Supercontig_1.2	835042	836268	+	1227	2313
CLUG_01637	Supercontig_1.2	836402	839062	+	2661	1405
CLUG_01638	Supercontig_1.2	839090	841147	-	2058	1590
CLUG_01639	Supercontig_1.2	842209	843090	+	882	1974
CLUG_01640	Supercontig_1.2	843132	845060	-	1929	645
CLUG_01641	Supercontig_1.2	845632	846201	-	570	735
CLUG_01642	Supercontig_1.2	846669	847364	+	696	1344
CLUG_01643	Supercontig_1.2	847383	849173	-	1791	2867
CLUG_01644	Supercontig_1.2	849961	850518	-	558	9603
CLUG_01645	Supercontig_1.2	854567	855421	+	855	5778
CLUG_01646	Supercontig_1.2	856582	858963	-	2382	1698
CLUG_01647	Supercontig_1.2	859580	861220	-	1641	683
CLUG_01648	Supercontig_1.2	862060	863619	-	1560	1036
CLUG_01649	Supercontig_1.2	865265	866704	+	1440	365
CLUG_01650	Supercontig_1.2	866763	870137	-	3375	845
CLUG_01651	Supercontig_1.2	870589	872460	-	1872	2217
CLUG_01652	Supercontig_1.2	872956	875454	-	2499	1927
CLUG_01653	Supercontig_1.2	876308	878074	+	1767	3820
CLUG_01654	Supercontig_1.2	878893	879384	+	492	167
CLUG_01655	Supercontig_1.2	879287	880117	+	831	853
CLUG_01656	Supercontig_1.2	879999	880619	+	621	950
CLUG_01657	Supercontig_1.2	881725	883803	+	2079	6592
CLUG_01658	Supercontig_1.2	884564	885691	+	1128	1136
CLUG_01659	Supercontig_1.2	886451	887179	+	729	3497
CLUG_01660	Supercontig_1.2	887329	888021	-	693	572
CLUG_01661	Supercontig_1.2	888128	890167	-	2040	2690
CLUG_01662	Supercontig_1.2	890295	892133	-	1839	3
CLUG_01663	Supercontig_1.2	893274	894725	-	1452	3756
CLUG_01664	Supercontig_1.2	895224	896882	-	1659	6390
CLUG_01665	Supercontig_1.2	897517	899577	+	2061	5889
CLUG_01666	Supercontig_1.2	899625	900563	-	939	863
CLUG_01667	Supercontig_1.2	901005	902504	+	1500	1532
CLUG_01668	Supercontig_1.2	902704	902982	+	279	2907
CLUG_01669	Supercontig_1.2	903334	904674	+	1341	995
CLUG_01670	Supercontig_1.2	904723	906642	-	1920	19648
CLUG_01671	Supercontig_1.2	907724	909121	-	1398	120
CLUG_01672	Supercontig_1.2	909588	911222	-	1635	3
CLUG_01673	Supercontig_1.2	911883	913562	+	1680	188
CLUG_01674	Supercontig_1.2	913682	914689	-	1008	771
CLUG_01675	Supercontig_1.2	915254	916636	+	1383	740
CLUG_01676	Supercontig_1.2	917043	918011	+	969	3612
CLUG_01677	Supercontig_1.2	918165	918635	-	471	632
CLUG_01678	Supercontig_1.2	919117	920802	+	1686	2113
CLUG_01679	Supercontig_1.2	921539	924940	-	3402	5895
CLUG_01680	Supercontig_1.2	925970	926425	-	456	0
CLUG_01681	Supercontig_1.2	927427	928515	+	1089	4
CLUG_01682	Supercontig_1.2	929614	930843	+	1230	901
CLUG_01683	Supercontig_1.2	931086	932510	+	1425	2845
CLUG_01684	Supercontig_1.2	932788	933759	+	972	1252
CLUG_01685	Supercontig_1.2	934768	936405	-	1638	11
CLUG_01686	Supercontig_1.2	934858	936372	+	1515	23479
CLUG_01687	Supercontig_1.2	937320	937487	-	168	4293
CLUG_01688	Supercontig_1.2	938113	939603	+	1491	6205
CLUG_01689	Supercontig_1.2	940044	941063	+	1020	1455
CLUG_01690	Supercontig_1.2	941214	941834	+	621	754
CLUG_01691	Supercontig_1.2	941990	943042	-	1053	4874
CLUG_01692	Supercontig_1.2	943782	947813	+	4032	4951
CLUG_01693	Supercontig_1.2	947918	950065	+	2148	1321
CLUG_01694	Supercontig_1.2	950165	950413	-	249	425
CLUG_01695	Supercontig_1.2	951300	952742	+	1443	2323
CLUG_01696	Supercontig_1.2	954845	957760	+	2916	4920
CLUG_01697	Supercontig_1.2	958398	959969	+	1572	5330
CLUG_01698	Supercontig_1.2	962198	964540	+	2343	11442
CLUG_01699	Supercontig_1.2	963107	963616	-	510	1
CLUG_01700	Supercontig_1.2	963716	964195	-	480	0
CLUG_01701	Supercontig_1.2	965469	966155	-	687	1
CLUG_01702	Supercontig_1.2	965796	967862	+	2067	27517
CLUG_01703	Supercontig_1.2	967941	969227	-	1287	2878
CLUG_01704	Supercontig_1.2	969608	970606	-	999	1765
CLUG_01705	Supercontig_1.2	970711	972582	-	1872	989
CLUG_01706	Supercontig_1.2	972905	973456	+	552	473
CLUG_01707	Supercontig_1.2	974228	977041	+	2814	4512
CLUG_01708	Supercontig_1.2	977712	978773	-	1062	1697
CLUG_01709	Supercontig_1.2	980852	982492	+	1641	3518
CLUG_01710	Supercontig_1.2	982627	982956	+	330	578
CLUG_01711	Supercontig_1.2	983233	983592	-	360	581
CLUG_01712	Supercontig_1.2	983734	984783	+	1050	1974
CLUG_01713	Supercontig_1.2	985412	987991	+	2580	1474
CLUG_01714	Supercontig_1.2	988236	989102	+	867	1598
CLUG_01715	Supercontig_1.2	989350	990426	+	1077	2323
CLUG_01716	Supercontig_1.2	990510	991184	-	675	317
CLUG_01717	Supercontig_1.2	991786	992325	-	540	1371
CLUG_01718	Supercontig_1.2	992432	992953	-	522	1024
CLUG_01719	Supercontig_1.2	994846	995472	-	627	2214
CLUG_01720	Supercontig_1.2	995732	996655	-	924	2144
CLUG_01721	Supercontig_1.2	997291	998010	+	720	905
CLUG_01722	Supercontig_1.2	998047	999144	-	1098	1774
CLUG_01723	Supercontig_1.2	999728	1000543	+	816	515
CLUG_01724	Supercontig_1.2	1000563	1001513	-	951	641
CLUG_01725	Supercontig_1.2	1001932	1002468	-	537	664
CLUG_01726	Supercontig_1.2	1002814	1004073	-	1260	1058
CLUG_01727	Supercontig_1.2	1004339	1006609	-	2271	1280
CLUG_01728	Supercontig_1.2	1006768	1008660	-	1893	1137
CLUG_01729	Supercontig_1.2	1009546	1010574	+	1029	342
CLUG_01730	Supercontig_1.2	1011099	1011689	+	591	2395
CLUG_01731	Supercontig_1.2	1012919	1013752	+	834	3748
CLUG_01732	Supercontig_1.2	1013887	1016100	+	2214	19664
CLUG_01733	Supercontig_1.2	1016239	1017222	-	984	2092
CLUG_01734	Supercontig_1.2	1018214	1019515	+	1302	2314
CLUG_01735	Supercontig_1.2	1020121	1020522	-	402	1993
CLUG_01736	Supercontig_1.2	1021142	1022908	+	1767	4030
CLUG_01737	Supercontig_1.2	1023085	1024308	-	1224	440
CLUG_01738	Supercontig_1.2	1024585	1026255	-	1671	5684
CLUG_01739	Supercontig_1.2	1026741	1029878	+	3138	1884
CLUG_01740	Supercontig_1.2	1030315	1032774	-	2460	3192
CLUG_01741	Supercontig_1.2	1033207	1033989	-	783	4062
CLUG_01742	Supercontig_1.2	1034285	1035220	-	936	481
CLUG_01743	Supercontig_1.2	1035406	1036359	-	954	7702
CLUG_01744	Supercontig_1.2	1035538	1036443	+	906	3
CLUG_01745	Supercontig_1.2	1038056	1039789	-	1734	1380
CLUG_01746	Supercontig_1.2	1041662	1043434	-	1773	14879
CLUG_01747	Supercontig_1.2	1044674	1046530	-	1857	1420
CLUG_01748	Supercontig_1.2	1047979	1049559	+	1581	22791
CLUG_01749	Supercontig_1.2	1050123	1053044	+	2922	4034
CLUG_01750	Supercontig_1.2	1053541	1053915	+	375	1840
CLUG_01751	Supercontig_1.2	1053951	1054772	-	822	520
CLUG_01752	Supercontig_1.2	1054923	1056620	+	1698	3704
CLUG_01753	Supercontig_1.2	1056782	1057816	+	1035	609
CLUG_01754	Supercontig_1.2	1059353	1060888	+	1536	0
CLUG_01755	Supercontig_1.2	1060906	1062894	+	1989	0
CLUG_01756	Supercontig_1.2	1063488	1064657	+	1170	679
CLUG_01757	Supercontig_1.2	1065060	1066433	+	1374	3463
CLUG_01758	Supercontig_1.2	1067249	1068841	+	1593	2249
CLUG_01759	Supercontig_1.2	1069735	1070631	+	897	1809
CLUG_01760	Supercontig_1.2	1071126	1071713	+	588	13150
CLUG_01761	Supercontig_1.2	1074124	1075200	+	1077	10165
CLUG_01762	Supercontig_1.2	1075681	1076454	-	774	2
CLUG_01763	Supercontig_1.2	1078076	1079461	+	1386	1215
CLUG_01764	Supercontig_1.2	1079658	1080110	+	453	480
CLUG_01765	Supercontig_1.2	1080230	1081174	+	945	1530
CLUG_01766	Supercontig_1.2	1081227	1082393	+	1167	2319
CLUG_01767	Supercontig_1.2	1082597	1083673	+	1077	147
CLUG_01768	Supercontig_1.2	1086815	1087195	-	381	106
CLUG_01769	Supercontig_1.2	1088245	1089324	-	1080	1077
CLUG_01770	Supercontig_1.2	1089983	1091314	+	1332	791
CLUG_01771	Supercontig_1.2	1091512	1092543	-	1032	500
CLUG_01772	Supercontig_1.2	1092730	1094865	+	2136	955
CLUG_01773	Supercontig_1.2	1095300	1098113	+	2814	2898
CLUG_01774	Supercontig_1.2	1098323	1098892	+	570	2092
CLUG_01775	Supercontig_1.2	1099558	1100898	-	1341	1582
CLUG_01776	Supercontig_1.2	1101594	1102670	-	1077	1812
CLUG_01777	Supercontig_1.2	1105199	1107484	-	2286	4376
CLUG_01778	Supercontig_1.2	1107570	1110545	-	2976	1104
